Column_Name
paying_matuirity
spent_to_date
spent_last_14d
spent_last_7d
max_daily_spent
max_payment
payments_last_14d
payments_last_7d
payments_to_date
minutes_to_payment
minutes_to_pay_since_first_game
games_last_14d
games_last_7d
games_to_date
max_games_daily_games
daily_games_first_14d
daily_games_first_7d
daily_games_first_1d
minutes_to_play
money_games_to_date
bet_money_to_date
max_bet
money_games_last_14d
money_games_last_7d
win_amount_to_date
win_amount_last_14d
win_amount_last_7d
minutes_to_withdraw_since_first_payment
withdrawn_attempted_ammount_to_date
withdrawn_attempt_to_date
local_time_before_6
local_time_6_to_12
local_time_12_to_18
local_time_after_18
"playing_days__0,0,0,0,0,0,0]"
"playing_days__0,0,0,0,0,0,1]"
"playing_days__0,0,0,0,0,1,0]"
"playing_days__0,0,0,0,0,1,1]"
"playing_days__0,0,0,0,1,0,0]"
"playing_days__0,0,0,0,1,0,1]"
"playing_days__0,0,0,0,1,1,0]"
"playing_days__0,0,0,0,1,1,1]"
"playing_days__0,0,0,1,0,0,0]"
"playing_days__0,0,0,1,0,0,1]"
"playing_days__0,0,0,1,1,0,0]"
"playing_days__0,0,0,1,1,1,0]"
"playing_days__0,0,0,1,1,1,1]"
"playing_days__0,0,1,0,0,0,0]"
"playing_days__0,0,1,0,0,1,0]"
"playing_days__0,0,1,0,1,0,0]"
"playing_days__0,0,1,0,1,1,1]"
"playing_days__0,0,1,1,0,0,0]"
"playing_days__0,0,1,1,0,1,1]"
"playing_days__0,0,1,1,1,0,0]"
"playing_days__0,0,1,1,1,1,0]"
"playing_days__0,0,1,1,1,1,1]"
"playing_days__0,1,0,0,0,0,0]"
"playing_days__0,1,0,0,0,1,1]"
"playing_days__0,1,0,1,0,0,0]"
"playing_days__0,1,0,1,1,1,1]"
"playing_days__0,1,1,0,0,0,0]"
"playing_days__0,1,1,0,1,1,1]"
"playing_days__0,1,1,1,0,0,0]"
"playing_days__0,1,1,1,0,1,1]"
"playing_days__0,1,1,1,1,0,0]"
"playing_days__0,1,1,1,1,0,1]"
"playing_days__0,1,1,1,1,1,0]"
"playing_days__0,1,1,1,1,1,1]"
"playing_days__1,0,0,0,0,0,0]"
"playing_days__1,0,0,0,0,0,1]"
"playing_days__1,0,0,0,0,1,1]"
"playing_days__1,0,0,0,1,1,1]"
"playing_days__1,0,0,1,0,0,0]"
"playing_days__1,0,0,1,0,1,1]"
"playing_days__1,0,0,1,1,0,1]"
"playing_days__1,0,0,1,1,1,1]"
"playing_days__1,0,1,0,0,0,0]"
