,#account_id,first_pay_time,disputes_d30,disputed_d30,disputable_payment,game_types,long_sessions_ps_score_180,long_sessions_ps_score_210,long_sessions_ps_score_240,monetary_consumption_score,user_withdrawed,fluctuating_wagers,payment_methods_score,payment_methods_sequence,payment_impulsiveness_score,nightly_play,days_played_score,increasing_tolerance,losses_of_winning_score,time_comsumption
39138,10655052.0,2024-04-09 23:30:54.513,0,0.0,0.0,1,0,0,0,2.726,0,,1,"[""checkout_credit_api""]",,1,1,,,
39152,10765352.0,2024-05-09 01:55:18.045,0,0.0,0.0,1,0,0,0,7.336,0,0.0,1,"[""checkout_apple_pay""]",1.3321891757554558,1,1,0.0,,0.0
39157,10695994.0,2024-04-25 19:35:55.698,0,0.0,0.0,17,7,6,6,425.426,1,0.0,1,"[""checkout_apple_pay"",null]",20.39901735476491,1,9,0.1,0.1040723981900452,263250.0
39162,10753043.0,2024-05-04 16:44:46.980,0,0.0,0.0,3,3,3,3,70.15,0,0.0,1,"[""checkout_apple_pay""]",11.045929114384174,1,3,0.0,0.119047619047619,139643.0
39164,10711749.0,2024-04-22 00:04:06.140,0,0.0,0.0,33,5,3,3,96.168,0,0.0,1,"[""checkout_apple_pay"",null]",3.195770383007686,1,7,0.6,0.0,273869.0
39167,10638449.0,2024-04-07 09:48:26.717,0,0.0,0.0,5,1,1,1,1.61,0,0.0,1,"[""paypal_wallet_slave""]",,1,4,0.0,,129576.0
39175,10630208.0,2024-04-02 21:02:10.512,0,0.0,0.0,17,1,1,1,9.32,0,0.0,1,"[""checkout_credit_api""]",,1,4,0.0,0.0,38759.0
39177,10753974.0,2024-05-04 21:52:17.746,0,0.0,0.0,5,1,1,1,206.04,0,0.0,1,"[""checkout_apple_pay""]",11.06113342868952,1,3,0.0,0.3636363636363636,96657.0
39180,10676273.0,2024-04-20 05:30:26.815,0,0.0,0.0,5,2,2,2,0.842,0,0.11,1,"[""checkout_apple_pay""]",,1,6,0.0,0.0,379378.0
39186,10688523.0,2024-04-26 01:40:49.086,0,0.0,0.0,9,3,2,2,0.842,0,0.01,1,"[""checkout_apple_pay""]",,1,12,0.0,0.0,169430.0
39188,10638496.0,2024-04-04 16:33:39.172,0,0.0,0.0,7,2,2,2,27.86,1,0.0,2,"[null,""checkout_credit_api"",""checkout_apple_pay""]",2.32887176411534,1,8,0.1,0.0,145935.0
39190,10709558.0,2024-04-21 14:56:30.418,0,0.0,0.0,11,1,1,1,4.61,0,0.01,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,54216.0
39200,10665457.0,2024-04-10 02:17:54.054,0,0.0,0.0,1,1,1,1,11.104,0,0.0,1,"[""checkout_apple_pay""]",5.328756703021822,1,1,0.0,0.0,0.0
39203,10718631.0,2024-04-26 02:02:39.574,0,0.0,0.0,3,1,1,1,20.424,0,0.01,1,"[""checkout_apple_pay""]",4.35091162861302,1,4,0.0,,530255.0
39205,10632297.0,2024-04-03 00:07:17.682,0,0.0,0.0,7,3,2,2,9.32,0,0.0,1,"[null,""checkout_credit_api""]",6.590235200658623,1,3,0.0,0.0176991150442477,506463.0
39209,10726687.0,2024-05-04 22:50:20.092,0,0.0,0.0,25,6,6,5,108.83759999999998,0,0.0,1,"[""checkout_apple_pay"",null]",5.450515830023185,1,10,0.8,1.0,212752.0
39215,10644601.0,2024-04-05 19:56:07.936,0,0.0,0.0,12,2,1,1,8.178,1,0.0,1,"[""checkout_apple_pay"",null]",1.565038338188557,1,3,0.1,0.0,162058.0
39216,10729307.0,2024-04-27 01:22:18.474,0,0.0,0.0,7,0,0,0,27.56,0,0.0,1,"[""checkout_apple_pay""]",0.4596489343587592,1,1,0.0,0.0,2743.0
39233,10633506.0,2024-04-05 03:24:40.318,0,0.0,0.0,3,2,2,2,1.784,0,0.01,1,"[""checkout_apple_pay""]",,1,3,0.0,,66273.0
39242,10618693.0,2024-04-07 05:19:12.052,0,0.0,0.0,2,0,0,0,0.842,0,,1,"[""checkout_apple_pay""]",,1,2,,,0.0
39243,10636378.0,2024-04-24 21:31:26.609,0,0.0,0.0,2,0,0,0,0.842,0,,1,"[""checkout_apple_pay""]",,1,2,,,
39244,10750703.0,2024-05-03 22:10:21.850,0,0.0,0.0,6,3,3,2,37.27058,0,0.0,1,"[""checkout_apple_pay""]",0.0047099999999997,1,4,0.0,0.2941176470588235,94627.0
39248,10704596.0,2024-05-09 20:25:18.115,0,0.0,0.0,5,1,0,0,19.4764,1,0.0,1,"[""checkout_apple_pay""]",4.340899229422401,1,8,0.0,0.0,17944.0
39250,10590212.0,2024-04-01 22:00:44.557,0,0.0,0.0,16,0,0,0,9.32,0,0.01,1,"[""checkout_apple_pay""]",,1,4,1.6,0.0,761.0
39253,10755063.0,2024-05-05 03:45:40.658,0,0.0,0.0,2,0,0,0,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,,0.0
39256,10645517.0,2024-04-15 02:47:13.389,0,0.0,0.0,16,0,0,0,10.162,0,0.01,1,"[""checkout_apple_pay""]",5.99485129089955,1,4,0.0,0.0,7893.0
39261,10742241.0,2024-05-01 16:40:06.594,0,0.0,0.0,3,0,0,0,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,,144.0
39263,10681547.0,2024-04-14 03:12:17.925,0,0.0,0.0,1,0,0,0,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,0.0
39264,10692576.0,2024-04-16 21:50:45.708,0,0.0,0.0,1,0,0,0,17.698,0,,1,"[""checkout_apple_pay""]",7.327040466655005,1,1,,,38.0
39267,10691368.0,2024-04-16 14:59:30.860,0,0.0,0.0,2,3,3,3,32.67,0,0.0,1,"[null,""checkout_apple_pay""]",4.76158889337096,1,3,0.4,,239133.0
39269,10701895.0,2024-04-19 14:32:10.421,0,0.0,0.0,24,7,6,5,18.74,0,0.0,1,"[""checkout_apple_pay""]",,1,6,0.3,,355935.0
39276,10315673.0,2024-04-19 19:47:24.710,0,0.0,0.0,2,0,0,0,9.22,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,2,0.0,,
39285,10759178.0,2024-05-06 14:07:44.943,0,0.0,0.0,33,2,2,2,166.908,1,0.0,1,"[""checkout_apple_pay"",null]",4.846960271238844,1,8,0.1,0.0,74984.0
39287,10723698.0,2024-04-25 09:27:00.433,0,0.0,0.0,17,2,2,2,29.444,1,0.0,1,"[""checkout_apple_pay"",null]",2.316385679929363,1,5,0.0,,59400.0
39292,10655810.0,2024-04-08 02:02:33.175,0,0.0,0.0,6,1,1,1,18.74,0,0.02,1,"[""checkout_apple_pay""]",,1,1,0.0,0.0,248871.0
39295,10706740.0,2024-04-20 20:02:45.452,0,0.0,0.0,32,1,1,1,26.818,0,0.0,1,"[""checkout_apple_pay"",null]",3.9477901497757792,1,3,1.9,0.0,53372.0
39296,10706132.0,2024-04-20 16:52:22.847,0,0.0,0.0,7,4,3,3,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,4,0.0,,199523.0
39304,10624618.0,2024-04-01 04:53:38.720,0,0.0,0.0,3,1,1,1,18.64,0,0.01,1,"[""checkout_apple_pay""]",0.0,1,2,0.0,,92231.0
39308,10636307.0,2024-04-03 22:10:50.583,0,0.0,0.0,3,0,0,0,2.726,0,0.0,1,"[null,""checkout_apple_pay""]",1.1128848398044906,1,1,10.7,,300.0
39311,10710307.0,2024-04-23 20:25:42.067,0,0.0,0.0,3,0,0,0,3.668,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,,731.0
39318,10765026.0,2024-05-08 17:03:15.986,0,0.0,0.0,3,1,1,1,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,0.2608695652173913,85620.0
39320,10651422.0,2024-04-07 02:44:18.530,0,0.0,0.0,5,1,1,1,13.93,0,0.0,1,"[""checkout_apple_pay""]",5.99485129089955,1,2,0.0,1.0,112166.0
39322,10707775.0,2024-04-25 15:19:58.064,0,0.0,0.0,2,0,0,0,14.872,0,0.01,1,"[""checkout_apple_pay""]",9.325324230288189,1,2,0.0,1.0,1083.0
39323,10687074.0,2024-04-18 13:19:36.315,0,0.0,0.0,22,0,0,0,3.568,0,0.0,1,"[""checkout_apple_pay""]",1.3321891757554556,1,6,0.0,0.0,17157.0
39333,10639811.0,2024-04-06 09:08:50.191,0,0.0,0.0,5,0,0,0,2.726,0,0.01,1,"[""checkout_apple_pay""]",,1,2,0.0,,997.0
39339,10603989.0,2024-04-01 09:06:56.637,0,0.0,0.0,3,0,0,0,0.842,0,0.04,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,121.0
39346,10642725.0,2024-05-01 15:32:26.141,0,0.0,0.0,3,1,1,1,0.842,0,0.02,1,"[""checkout_apple_pay""]",,1,3,0.0,,14523.0
39357,10639573.0,2024-04-23 14:53:46.686,0,0.0,0.0,6,4,4,4,0.842,0,0.0,1,"[""checkout_credit_api""]",,1,5,0.0,,390617.0
39364,10767047.0,2024-05-09 08:17:34.537,0,0.0,0.0,7,4,4,4,4.61,1,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,0.6666666666666666,235656.0
39367,10714855.0,2024-05-07 08:32:47.208,0,0.0,0.0,3,0,0,0,7.336,0,,1,"[""checkout_apple_pay""]",1.3321891757554558,1,3,0.0,,
39368,10669467.0,2024-04-11 00:33:20.436,0,0.0,0.0,9,2,2,2,9.32,1,0.0,1,"[""checkout_apple_pay""]",,1,4,0.0,0.0,185421.0
39371,10720171.0,2024-04-27 17:34:37.164,0,0.0,0.0,9,1,1,1,5.452,0,0.02,1,"[""checkout_apple_pay""]",2.664378351510911,1,8,0.0,,88002.0
39374,10674254.0,2024-04-12 05:21:38.534,0,0.0,0.0,5,4,4,4,6.394,0,0.02,1,"[""checkout_apple_pay""]",1.998283763633184,1,5,0.0,1.0,400189.0
39379,10633037.0,2024-04-03 02:58:26.493,0,0.0,0.0,28,5,5,3,123.36,0,0.0,2,"[null,""checkout_apple_pay"",""paypal_wallet_slave""]",43.64904580858556,1,3,0.2,0.1666666666666666,154564.0
39383,10771870.0,2024-05-11 01:11:46.533,0,0.0,0.0,3,0,0,0,9.369521,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,902.0
39388,10632864.0,2024-04-19 00:49:06.312,0,0.0,0.0,35,3,3,3,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,13,0.0,0.0,232663.0
39389,10747810.0,2024-05-06 15:47:33.692,0,0.0,0.0,31,1,1,1,81.28910100000002,1,0.0,1,"[null,""checkout_apple_pay""]",7.393779997309927,1,12,0.1,0.0,120912.0
39393,10695779.0,2024-04-17 19:41:46.362,0,0.0,0.0,7,3,3,2,161.32,0,0.0,1,"[""paypal_wallet_slave""]",14.34,1,2,0.0,0.0,72869.0
39395,10692589.0,2024-04-16 22:01:47.427,0,0.0,0.0,29,0,0,0,45.19800000000001,1,0.0,2,"[""paypal_wallet_slave"",""checkout_apple_pay"",null]",2.5926584133571566,1,6,0.3,0.0085470085470085,17538.0
39396,10756420.0,2024-05-05 18:16:45.424,0,0.0,0.0,7,1,1,1,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,0.4,434940.0
39404,10760165.0,2024-05-06 21:26:48.768,0,0.0,0.0,55,9,9,9,517.2570000000002,1,0.0,1,"[""checkout_apple_pay"",null]",8.259392839003336,1,8,0.1,0.0131752305665349,474442.0
39408,10129663.0,2024-05-06 04:30:52.887,0,0.0,0.0,7,2,2,2,46.9,0,0.01,1,"[""checkout_apple_pay""]",6.660945878777279,1,4,0.0,0.0256410256410256,127926.0
39411,10627743.0,2024-04-01 23:41:38.474,0,0.0,0.0,12,0,0,0,18.74,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,,3733.0
39412,10709951.0,2024-04-23 18:48:17.332,0,0.0,0.0,2,1,1,1,23.25,0,,1,"[""checkout_apple_pay""]",4.451718319929958,1,2,,0.0,28746.0
39415,10641171.0,2024-04-06 17:44:17.242,0,0.0,0.0,8,2,2,2,28.702,1,0.0,1,"[""checkout_credit_api""]",3.29026454863435,1,5,0.0,0.0,140653.0
39416,10759733.0,2024-05-11 17:15:20.085,0,0.0,0.0,12,1,1,1,3.5916,0,0.0,1,"[""checkout_apple_pay""]",1.3405330357734568,1,8,0.0,,44666.0
39425,10670492.0,2024-04-13 17:45:39.800,0,0.0,0.0,9,0,0,0,2.726,0,0.01,1,"[""checkout_apple_pay""]",,1,4,0.1,,14272.0
39431,10569704.0,2024-04-05 02:29:31.123,0,0.0,0.0,1,0,0,0,0.842,0,,1,"[""checkout_apple_pay""]",,1,1,0.0,,
39439,10682076.0,2024-04-18 21:44:02.205,0,0.0,0.0,8,2,2,2,3.568,0,0.01,1,"[""checkout_apple_pay""]",1.3321891757554556,1,8,0.0,,195722.0
39443,10630217.0,2024-04-02 14:54:15.100,0,0.0,0.0,2,1,1,1,7.336,1,0.0,1,"[""checkout_apple_pay""]",1.3321891757554558,1,2,0.0,0.0,148006.0
39446,10649806.0,2024-04-06 22:57:23.095,0,0.0,0.0,2,1,1,1,6.394,0,0.02,1,"[""checkout_credit_api""]",0.6660945878777279,1,1,0.0,,165520.0
39448,10356715.0,2024-04-28 22:57:56.210,0,0.0,0.0,11,1,1,1,21.366,0,0.0,1,"[""checkout_apple_pay""]",3.807047675036392,1,8,0.0,1.0,16543.0
39451,10756549.0,2024-05-05 19:08:16.343,0,0.0,0.0,18,5,4,3,83.26849999999999,0,0.0,1,"[""checkout_apple_pay"",null]",2.883173857583957,1,8,1.8,0.0,276365.0
39452,10769742.0,2024-05-10 05:18:40.284,0,0.0,0.0,5,1,1,1,18.758,0,0.0,1,"[""checkout_apple_pay""]",6.702665178867283,1,2,0.0,0.0,81388.0
39457,10575226.0,2024-04-03 14:20:17.527,0,0.0,0.0,16,5,5,5,376.3,0,0.0,1,"[""checkout_apple_pay"",null]",32.47971315554783,1,11,1.2,0.2,230638.0
39458,10721576.0,2024-04-25 01:34:52.750,0,0.0,0.0,6,0,0,0,21.466,0,0.0,1,"[""checkout_apple_pay"",null]",10.124778779476287,1,4,0.3,0.0,1381.0
39463,10694918.0,2024-04-17 13:38:16.952,0,0.0,0.0,13,7,7,7,75.28,1,0.0,1,"[null,""paypal_wallet_slave""]",7.293754759931521,1,6,22.8,0.0,420142.0
39465,10669246.0,2024-04-10 23:21:39.306,0,0.0,0.0,11,1,1,1,15.714,0,0.0,1,"[""checkout_apple_pay""]",5.188131455543509,1,4,0.0,,67595.0
39470,10649387.0,2024-04-06 19:55:26.714,0,0.0,0.0,5,2,2,2,74.95058,0,0.0,1,"[""checkout_apple_pay""]",7.69524397170746,1,4,0.0,0.5,197428.0
39474,10684045.0,2024-04-14 20:27:12.992,0,0.0,0.0,2,0,0,0,4.61,0,0.01,1,"[""checkout_apple_pay""]",,1,1,0.0,0.0,707.0
39476,10685277.0,2024-04-15 06:01:02.440,0,0.0,0.0,14,7,7,7,310.16,1,0.0,1,"[""checkout_apple_pay""]",63.59122985353967,1,7,0.1,0.0109170305676855,451001.0
39478,10758224.0,2024-05-06 16:55:37.838,0,0.0,0.0,10,0,0,0,55.378,1,0.0,1,"[""checkout_apple_pay""]",25.977688927231384,1,3,0.0,0.0,15861.0
39479,10627948.0,2024-04-02 00:28:35.364,0,0.0,0.0,5,2,2,2,9.32,0,0.01,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,117499.0
39487,10685427.0,2024-04-15 01:59:40.590,0,0.0,0.0,3,0,0,0,5.452,0,0.01,1,"[""checkout_apple_pay""]",1.3321891757554556,1,3,0.0,,163070.0
39492,10589276.0,2024-04-24 13:26:44.074,0,0.0,0.0,13,2,2,2,9.22,0,0.02,1,"[""checkout_credit_api""]",2.6643783515109107,1,12,0.4,,466503.0
39496,10641551.0,2024-04-15 18:35:12.544,0,0.0,0.0,7,0,0,0,4.61,0,0.0,1,"[null,""checkout_apple_pay""]",2.061654675254806,1,2,4.4,,14852.0
39507,10665914.0,2024-04-10 03:31:36.062,0,0.0,0.0,22,0,0,0,411.78,1,0.0,1,"[""checkout_apple_pay"",null]",7.048167658243501,1,4,0.0,0.0666666666666666,51414.0
39513,10688088.0,2024-04-15 19:55:22.890,0,0.0,0.0,6,2,2,2,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,39347.0
39516,10743859.0,2024-05-01 16:53:26.807,0,0.0,0.0,10,3,3,3,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,4,0.0,0.037037037037037,198364.0
39524,10710558.0,2024-04-21 19:58:36.557,0,0.0,0.0,33,4,3,2,51.21,1,0.0,1,"[""checkout_apple_pay""]",2.943906995813556,1,4,0.0,0.0015612802498048,138624.0
39533,10733599.0,2024-04-28 08:12:50.396,0,0.0,0.0,3,0,0,0,9.22,0,0.03,1,"[""checkout_apple_pay""]",0.0,1,1,0.0,,692.0
39535,10562801.0,2024-04-16 14:06:07.348,0,0.0,0.0,3,0,0,0,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,7,0.0,,0.0
39536,10622345.0,2024-04-04 00:49:51.160,0,0.0,0.0,19,1,1,1,18.54,0,0.0,1,"[null,""checkout_apple_pay""]",4.185456520585811,1,4,3.8,0.0,73973.0
39538,10658623.0,2024-04-09 14:34:01.027,0,0.0,0.0,13,0,0,0,9.32,0,0.01,1,"[""checkout_apple_pay""]",,1,3,0.0,0.0,11908.0
39542,10677233.0,2024-04-13 01:55:43.209,0,0.0,0.0,4,0,0,0,51.51,0,0.0,1,"[""checkout_apple_pay""]",2.7193197678831367,1,2,0.0,,1921.0
39546,10693183.0,2024-04-17 01:02:41.415,0,0.0,0.0,9,0,0,0,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,4,0.1,0.0,3142.0
39549,10665797.0,2024-04-10 03:12:47.751,0,0.0,0.0,18,6,6,6,65.82,0,0.0,2,"[""paypal_wallet_slave"",""checkout_apple_pay""]",19.92626909383691,1,5,0.0,0.0132450331125827,453137.0
39557,10715014.0,2024-04-30 15:26:24.929,0,0.0,0.0,3,1,0,0,5.452,0,0.0,1,"[""checkout_apple_pay""]",1.3321891757554556,1,3,0.0,0.0,12796.0
39561,10639184.0,2024-04-05 22:55:29.857,0,0.0,0.0,18,4,4,4,32.77,0,0.0,1,"[""checkout_apple_pay""]",3.3304729393886388,1,6,0.0,0.0,309171.0
39565,10757096.0,2024-05-11 16:20:45.089,0,0.0,0.0,5,1,1,1,9.379,0,0.02,1,"[""checkout_apple_pay""]",,1,6,0.0,,191398.0
39566,10643976.0,2024-04-05 16:35:21.651,0,0.0,0.0,14,0,0,0,37.18,0,0.0,1,"[""checkout_apple_pay"",null]",6.921325961596279,1,4,0.0,,5475.0
39569,10639793.0,2024-04-04 17:31:22.556,0,0.0,0.0,10,1,1,1,50.468,0,0.0,1,"[""checkout_apple_pay""]",7.437227709301363,1,2,0.0,0.0967741935483871,72878.0
39571,10644995.0,2024-04-24 22:01:52.670,0,0.0,0.0,4,0,0,0,0.842,0,0.0,1,"[""checkout_apple_pay""]",,1,5,0.9,,198.0
39576,10721279.0,2024-04-24 17:32:45.098,0,0.0,0.0,5,1,1,1,18.74,0,0.01,1,"[""checkout_apple_pay""]",,1,2,0.0,,22202.0
39577,10722631.0,2024-04-25 00:56:16.406,0,0.0,0.0,2,0,0,0,18.74,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,0.0
39580,10653667.0,2024-04-07 17:46:19.155,0,0.0,0.0,21,7,7,7,13.896,0,0.0,2,"[null,""paypal_wallet_slave"",""checkout_apple_pay""]",5.823817648244148,1,7,0.4,0.0,410284.0
39591,10670741.0,2024-04-17 04:24:37.005,0,0.0,0.0,13,1,1,1,3.568,0,0.0,1,"[""checkout_apple_pay""]",1.3321891757554556,1,13,0.0,,67039.0
39592,10623408.0,2024-04-03 03:15:24.425,0,0.0,0.0,3,0,0,0,1.784,0,,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,131.0
39593,10679292.0,2024-04-15 14:16:10.757,0,0.0,0.0,12,3,2,2,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,4,0.0,,488204.0
39597,10643995.0,2024-04-09 05:24:43.990,0,0.0,0.0,9,2,2,1,10.162,1,0.0,1,"[""checkout_credit_api""]",5.99485129089955,1,5,0.0,0.0,137944.0
39609,10756706.0,2024-05-05 19:56:21.719,0,0.0,0.0,3,0,0,0,4.51,0,0.0,1,"[""checkout_apple_pay""]",0.6660945878777277,1,1,0.0,,494.0
39615,10635717.0,2024-04-03 19:25:28.170,0,0.0,0.0,9,1,1,1,11.104,0,0.01,1,"[""checkout_apple_pay""]",5.328756703021822,1,4,0.0,0.0,48389.0
39616,10766479.0,2024-05-10 02:11:06.055,0,0.0,0.0,24,1,1,1,42.0788,1,0.0,1,"[""checkout_apple_pay""]",3.2871260681634955,1,6,0.0,0.0297029702970297,73689.0
39621,10752019.0,2024-05-09 23:54:00.298,0,0.0,0.0,7,2,2,2,2.726,0,0.0,1,"[""checkout_credit_api""]",,1,5,0.0,0.0,183882.0
39626,10659548.0,2024-04-15 20:46:13.567,0,0.0,0.0,5,2,2,2,4.61,1,0.0,1,"[""checkout_apple_pay""]",,1,8,0.0,0.0,186060.0
39627,10681800.0,2024-04-14 03:57:14.163,0,0.0,0.0,1,0,0,0,9.32,0,0.01,1,"[null,""checkout_apple_pay""]",4.168030710059608,1,1,0.7,,
39630,10701302.0,2024-04-25 04:32:27.925,0,0.0,0.0,14,0,0,0,3.568,0,0.0,1,"[""checkout_apple_pay""]",1.3321891757554556,1,5,0.0,0.0175438596491228,22563.0
39633,10750478.0,2024-05-03 20:56:05.424,0,0.0,0.0,2,1,1,1,12.046,0,0.0,1,"[""checkout_apple_pay""]",4.662662115144095,1,1,0.0,1.0,70061.0
39636,10601320.0,2024-04-21 23:30:12.673,0,0.0,0.0,63,8,7,7,101.878,1,0.0,1,"[""checkout_credit_api"",null]",7.963227828873506,1,16,0.2,0.0,367544.0
39640,10146125.0,2024-04-17 02:45:34.831,0,0.0,0.0,3,0,0,0,2.626,0,0.0,1,"[""checkout_apple_pay""]",0.6660945878777278,1,4,0.0,,1315.0
39652,10719060.0,2024-05-01 04:01:22.920,0,0.0,0.0,5,0,0,0,5.452,0,0.0,1,"[""checkout_apple_pay""]",2.664378351510912,1,1,0.0,1.0,1906.0
39654,10690528.0,2024-04-16 05:26:52.390,0,0.0,0.0,5,1,1,1,3.668,0,0.01,1,"[""checkout_apple_pay""]",,1,2,0.0,,137178.0
39660,10074223.0,2024-04-08 02:57:26.475,13,75.002,75.002,71,1,1,1,1.784,0,0.0,1,"[null,""checkout_apple_pay""]",0.4767940555717651,1,71,1.4,0.0,62714.0
39665,10734879.0,2024-05-02 20:03:54.570,0,0.0,0.0,17,2,2,2,14.772,0,0.0,1,"[""checkout_apple_pay""]",4.247713267159167,1,5,0.0,0.0,118662.0
