,Payment Method,Minutes range,Payments,Paying users,Disputing users
981,checkout_apple_pay,48,46.9,14140,380
982,checkout_apple_pay,48,47.0,14078,380
983,checkout_apple_pay,48,47.295,13597,373
984,checkout_apple_pay,48,48.384,13288,363
985,checkout_apple_pay,48,49.829221,13006,358
986,checkout_apple_pay,48,51.31,12732,356
987,checkout_apple_pay,48,51.98239999999999,12453,351
988,checkout_apple_pay,48,54.58256000000001,12175,346
989,checkout_apple_pay,48,56.019999999999996,11933,342
990,checkout_apple_pay,48,56.22,11791,338
991,checkout_apple_pay,48,56.664521,11347,335
992,checkout_apple_pay,48,58.93658,11069,329
993,checkout_apple_pay,48,60.81349999999999,10793,326
994,checkout_apple_pay,48,62.914,10516,318
995,checkout_apple_pay,48,65.43058,10239,312
996,checkout_apple_pay,48,65.74,10069,306
997,checkout_apple_pay,48,67.18639999999999,9685,300
998,checkout_apple_pay,48,69.94999999999999,9410,292
999,checkout_apple_pay,48,72.56658,9134,288
1000,checkout_apple_pay,48,74.96,8884,283
1001,checkout_apple_pay,48,76.844,8579,274
1002,checkout_apple_pay,48,79.87,8303,271
1003,checkout_apple_pay,48,83.9631,8026,260
1004,checkout_apple_pay,48,85.011,7754,251
1005,checkout_apple_pay,48,88.69,7472,247
1006,checkout_apple_pay,48,93.1,7196,238
1007,checkout_apple_pay,48,94.1,6939,234
1008,checkout_apple_pay,48,94.842,6644,225
1009,checkout_apple_pay,48,98.41,6370,218
1010,checkout_apple_pay,48,103.01999999999998,6091,211
1011,checkout_apple_pay,48,107.06417399999994,5811,201
1012,checkout_apple_pay,48,112.53999999999999,5539,194
1013,checkout_apple_pay,48,116.48500000000003,5258,184
1014,checkout_apple_pay,48,121.96,4995,176
1015,checkout_apple_pay,48,129.7192520999999,4704,165
1016,checkout_apple_pay,48,135.79,4430,162
1017,checkout_apple_pay,48,141.3635,4151,158
1018,checkout_apple_pay,48,150.21999999999997,3875,153
1019,checkout_apple_pay,48,159.74,3610,143
1020,checkout_apple_pay,48,171.786,3322,136
1021,checkout_apple_pay,48,184.2922882999999,3044,127
1022,checkout_apple_pay,48,192.41,2773,117
1023,checkout_apple_pay,48,208.37020000000004,2491,110
1024,checkout_apple_pay,48,229.54988000000023,2214,103
1025,checkout_apple_pay,48,253.1542300000002,1937,92
1026,checkout_apple_pay,48,281.68839999999994,1661,84
1027,checkout_apple_pay,48,312.06500000000005,1384,77
1028,checkout_apple_pay,48,362.65896000000004,1107,68
1029,checkout_apple_pay,48,428.24194000000006,831,50
1030,checkout_apple_pay,48,543.9431999999986,554,40
1031,checkout_apple_pay,48,762.3159999999996,277,22
1032,checkout_apple_pay,48,25984.609999999877,1,1
2226,checkout_credit_api,48,20.003999999999998,11120,265
2227,checkout_credit_api,48,20.424,11021,263
2228,checkout_credit_api,48,20.58428458,10897,263
2229,checkout_credit_api,48,21.35658,10790,260
2230,checkout_credit_api,48,21.465999999999998,10703,259
2231,checkout_credit_api,48,21.832700000000003,10564,258
2232,checkout_credit_api,48,22.349600000000002,10453,258
2233,checkout_credit_api,48,23.0436886,10341,257
2234,checkout_credit_api,48,23.25,10245,254
2235,checkout_credit_api,48,23.349999999999998,10070,250
2236,checkout_credit_api,48,23.4975,9897,249
2237,checkout_credit_api,48,24.245399999999997,9786,248
2238,checkout_credit_api,48,25.068831,9674,246
2239,checkout_credit_api,48,25.875999999999998,9569,246
2240,checkout_credit_api,48,26.23977815,9452,244
2241,checkout_credit_api,48,27.0200272,9340,243
2242,checkout_credit_api,48,27.86,9246,243
2243,checkout_credit_api,48,27.96,9163,242
2244,checkout_credit_api,48,28.06,9046,241
2245,checkout_credit_api,48,28.16,8824,235
2246,checkout_credit_api,48,28.423000000000002,8681,234
2247,checkout_credit_api,48,29.655617999999997,8562,234
2248,checkout_credit_api,48,30.486,8451,233
2249,checkout_credit_api,48,30.886,8343,231
2250,checkout_credit_api,48,32.12626746000001,8229,228
2251,checkout_credit_api,48,32.57,8156,226
2252,checkout_credit_api,48,32.769999999999996,8015,222
2253,checkout_credit_api,48,33.112,7897,220
2254,checkout_credit_api,48,34.354,7796,219
2255,checkout_credit_api,48,35.419157309999996,7673,216
2256,checkout_credit_api,48,36.6681,7562,215
2257,checkout_credit_api,48,37.28,7474,215
2258,checkout_credit_api,48,37.48,7342,213
2259,checkout_credit_api,48,37.716,7040,208
2260,checkout_credit_api,48,38.663999999999994,6896,206
2261,checkout_credit_api,48,40.006,6784,205
2262,checkout_credit_api,48,41.048,6678,204
2263,checkout_credit_api,48,41.89,6582,203
2264,checkout_credit_api,48,42.2555,6451,199
2265,checkout_credit_api,48,44.416,6339,197
2266,checkout_credit_api,48,45.747099999999996,6228,196
2267,checkout_credit_api,48,46.7,6120,194
2268,checkout_credit_api,48,47.0,6010,193
2269,checkout_credit_api,48,47.295,5803,189
2270,checkout_credit_api,48,48.37750019999999,5671,185
2271,checkout_credit_api,48,49.89135,5560,183
2272,checkout_credit_api,48,51.309999999999995,5450,182
2273,checkout_credit_api,48,52.18157199999999,5338,181
2274,checkout_credit_api,48,54.43895400000002,5226,180
2275,checkout_credit_api,48,55.92624000000001,5115,177
2276,checkout_credit_api,48,56.22,5057,176
2277,checkout_credit_api,48,56.574,4909,175
2278,checkout_credit_api,48,58.846,4786,172
2279,checkout_credit_api,48,60.73,4672,170
2280,checkout_credit_api,48,63.056000000000004,4560,166
2281,checkout_credit_api,48,65.53999999999999,4449,164
2282,checkout_credit_api,48,65.82,4338,161
2283,checkout_credit_api,48,68.26599999999999,4229,159
2284,checkout_credit_api,48,70.29074000000001,4115,155
2285,checkout_credit_api,48,73.818,4004,153
2286,checkout_credit_api,48,75.06,3899,152
2287,checkout_credit_api,48,78.041978,3781,151
2288,checkout_credit_api,48,80.45400000000001,3670,150
2289,checkout_credit_api,48,84.27999999999999,3560,144
2290,checkout_credit_api,48,85.87455999999997,3447,143
2291,checkout_credit_api,48,89.32257999999999,3337,140
2292,checkout_credit_api,48,93.6,3227,138
2293,checkout_credit_api,48,94.1,3127,134
2294,checkout_credit_api,48,95.3087,3003,128
2295,checkout_credit_api,48,98.30999999999999,2893,124
2296,checkout_credit_api,48,102.937935,2780,120
2297,checkout_credit_api,48,106.1541752,2669,116
2298,checkout_credit_api,48,111.93999999999998,2559,113
2299,checkout_credit_api,48,114.82600399999993,2447,108
2300,checkout_credit_api,48,121.65999999999998,2336,106
2301,checkout_credit_api,48,125.68216000000005,2224,99
2302,checkout_credit_api,48,132.37707380000006,2113,97
2303,checkout_credit_api,48,141.0,2015,96
2304,checkout_credit_api,48,145.93738659999997,1891,93
2305,checkout_credit_api,48,154.82767999999996,1780,88
2306,checkout_credit_api,48,164.17199299999993,1668,86
2307,checkout_credit_api,48,177.22556559999998,1557,84
2308,checkout_credit_api,48,188.2,1451,77
2309,checkout_credit_api,48,196.48639999999975,1335,72
2310,checkout_credit_api,48,210.879747,1224,65
2311,checkout_credit_api,48,235.2,1116,64
2312,checkout_credit_api,48,255.53503000000003,1001,60
2313,checkout_credit_api,48,280.2596959999998,890,55
2314,checkout_credit_api,48,304.82554000000005,779,51
2315,checkout_credit_api,48,344.39115999999973,668,44
2316,checkout_credit_api,48,385.08209999999906,556,39
2317,checkout_credit_api,48,456.7663319999999,445,32
2318,checkout_credit_api,48,524.21795,334,30
2319,checkout_credit_api,48,665.8295803999965,223,22
2320,checkout_credit_api,48,1034.000887999997,112,17
2321,checkout_credit_api,48,25984.609999999877,1,1
1572,paypal_wallet_slave,48,20.003999999999998,13103,428
1573,paypal_wallet_slave,48,20.43,13002,425
1574,paypal_wallet_slave,48,20.84,12843,423
1575,paypal_wallet_slave,48,21.230359999999997,12709,421
1576,paypal_wallet_slave,48,21.39,12670,421
1577,paypal_wallet_slave,48,22.04,12469,418
1578,paypal_wallet_slave,48,22.64,12345,414
1579,paypal_wallet_slave,48,23.0,12208,414
1580,paypal_wallet_slave,48,23.3,11936,409
1581,paypal_wallet_slave,48,24.299999999999997,11662,403
1582,paypal_wallet_slave,48,24.96848,11530,399
1583,paypal_wallet_slave,48,25.619999999999997,11400,397
1584,paypal_wallet_slave,48,26.473920000000003,11268,395
1585,paypal_wallet_slave,48,27.479999999999997,11147,394
1586,paypal_wallet_slave,48,27.78,11063,392
1587,paypal_wallet_slave,48,27.943597200000003,10875,391
1588,paypal_wallet_slave,48,28.08,10818,390
1589,paypal_wallet_slave,48,28.38,10550,382
1590,paypal_wallet_slave,48,29.39484,10351,378
1591,paypal_wallet_slave,48,30.35,10224,375
1592,paypal_wallet_slave,48,30.95,10094,370
1593,paypal_wallet_slave,48,32.0844,9958,363
1594,paypal_wallet_slave,48,32.56,9834,362
1595,paypal_wallet_slave,48,32.86,9729,362
1596,paypal_wallet_slave,48,33.82,9568,361
1597,paypal_wallet_slave,48,34.830000000000005,9435,359
1598,paypal_wallet_slave,48,36.36235999999999,9303,356
1599,paypal_wallet_slave,48,37.04,9189,354
1600,paypal_wallet_slave,48,37.34,9074,351
1601,paypal_wallet_slave,48,37.64,8964,349
1602,paypal_wallet_slave,48,38.020999999999994,8517,346
1603,paypal_wallet_slave,48,39.424400000000006,8386,340
1604,paypal_wallet_slave,48,40.510000000000005,8255,337
1605,paypal_wallet_slave,48,41.8176,8124,334
1606,paypal_wallet_slave,48,42.68467999999999,7993,331
1607,paypal_wallet_slave,48,44.488000000000014,7862,328
1608,paypal_wallet_slave,48,46.293279999999996,7731,325
1609,paypal_wallet_slave,48,46.9,7614,325
1610,paypal_wallet_slave,48,47.2,7490,320
1611,paypal_wallet_slave,48,47.5,7424,319
1612,paypal_wallet_slave,48,49.17,7076,309
1613,paypal_wallet_slave,48,50.479399999999984,6945,306
1614,paypal_wallet_slave,48,51.38,6839,305
1615,paypal_wallet_slave,48,53.27335999999999,6683,302
1616,paypal_wallet_slave,48,55.2,6554,302
1617,paypal_wallet_slave,48,56.22,6426,301
1618,paypal_wallet_slave,48,56.46,6389,301
1619,paypal_wallet_slave,48,58.37,6159,298
1620,paypal_wallet_slave,48,60.12976000000002,6027,293
1621,paypal_wallet_slave,48,61.956000000000024,5896,287
1622,paypal_wallet_slave,48,65.12,5767,284
1623,paypal_wallet_slave,48,66.32,5637,282
1624,paypal_wallet_slave,48,67.38999999999999,5504,282
1625,paypal_wallet_slave,48,70.2,5376,279
1626,paypal_wallet_slave,48,73.164,5241,275
1627,paypal_wallet_slave,48,75.11999999999999,5111,272
1628,paypal_wallet_slave,48,77.45096,4979,271
1629,paypal_wallet_slave,48,80.3653508,4848,270
1630,paypal_wallet_slave,48,84.47999999999999,4719,266
1631,paypal_wallet_slave,48,85.74,4604,262
1632,paypal_wallet_slave,48,88.31,4456,253
1633,paypal_wallet_slave,48,92.14380000000001,4324,248
1634,paypal_wallet_slave,48,94.5,4197,248
1635,paypal_wallet_slave,48,95.3,4100,248
1636,paypal_wallet_slave,48,96.8224,3931,242
1637,paypal_wallet_slave,48,99.78,3801,237
1638,paypal_wallet_slave,48,103.59960000000004,3669,229
1639,paypal_wallet_slave,48,107.13,3540,224
1640,paypal_wallet_slave,48,112.61479999999999,3407,218
1641,paypal_wallet_slave,48,114.61500000000001,3276,212
1642,paypal_wallet_slave,48,119.66520000000001,3145,209
1643,paypal_wallet_slave,48,125.42160000000007,3014,204
1644,paypal_wallet_slave,48,131.73999999999998,2884,200
1645,paypal_wallet_slave,48,137.88799999999998,2752,198
1646,paypal_wallet_slave,48,142.8,2648,195
1647,paypal_wallet_slave,48,150.66744,2490,187
1648,paypal_wallet_slave,48,160.7164,2359,183
1649,paypal_wallet_slave,48,170.57999999999998,2231,179
1650,paypal_wallet_slave,48,181.04,2098,170
1651,paypal_wallet_slave,48,190.6,1976,167
1652,paypal_wallet_slave,48,199.74249759999995,1835,159
1653,paypal_wallet_slave,48,214.5921999999999,1704,152
1654,paypal_wallet_slave,48,237.19,1574,147
1655,paypal_wallet_slave,48,255.99152000000015,1442,139
1656,paypal_wallet_slave,48,281.1424000000001,1311,137
1657,paypal_wallet_slave,48,304.70559999999995,1180,126
1658,paypal_wallet_slave,48,333.6984,1049,114
1659,paypal_wallet_slave,48,377.6534000000001,918,103
1660,paypal_wallet_slave,48,428.18319999999994,787,90
1661,paypal_wallet_slave,48,477.7,667,85
1662,paypal_wallet_slave,48,566.4024,525,66
1663,paypal_wallet_slave,48,713.937200000001,394,59
1664,paypal_wallet_slave,48,1005.4527999999997,263,40
1665,paypal_wallet_slave,48,1520.6593683999947,132,30
1666,paypal_wallet_slave,48,25984.609999999877,1,1
83,General,6,20.004,27784,744
84,General,6,20.424,27608,742
85,General,6,20.524,27260,737
86,General,6,21.266,26967,732
87,General,6,21.366,26846,732
88,General,6,21.465999999999998,26473,727
89,General,6,21.5017,26123,723
90,General,6,22.134,25839,719
91,General,6,22.508,25580,715
92,General,6,23.0,25371,711
93,General,6,23.25,25042,702
94,General,6,23.3,24483,693
95,General,6,23.349999999999998,24262,689
96,General,6,23.3975,23702,683
97,General,6,23.96,23339,675
98,General,6,25.034,23069,670
99,General,6,25.86,22784,661
100,General,6,26.076,22575,655
101,General,6,27.189100000000003,22228,650
102,General,6,27.86,21969,648
103,General,6,27.96,21776,645
104,General,6,28.05058,21396,644
105,General,6,28.06,21392,644
106,General,6,28.08,20631,634
107,General,6,28.14,20283,629
108,General,6,28.237000000000002,20059,628
109,General,6,28.38,19826,625
110,General,6,29.644,19461,617
111,General,6,30.669403399999986,19171,611
112,General,6,31.0,18898,608
113,General,6,32.46058,18616,594
114,General,6,32.67,18340,586
115,General,6,32.769999999999996,18107,577
116,General,6,32.86,17855,574
117,General,6,33.9244,17506,569
118,General,6,35.495999999999995,17246,564
119,General,6,37.040000000000006,16950,557
120,General,6,37.379999999999995,16676,554
121,General,6,37.48,16472,552
122,General,6,37.616,15325,540
123,General,6,37.64,15265,540
124,General,6,37.716,14745,530
125,General,6,37.964,14470,527
126,General,6,39.774746,14170,519
127,General,6,40.687149999999995,13892,518
128,General,6,41.989999999999995,13615,509
129,General,6,42.120000000000005,13371,501
130,General,6,44.716,13061,492
131,General,6,46.68888440000001,12781,487
132,General,6,46.8,12692,485
133,General,6,47.0,12350,474
134,General,6,47.195,11405,458
135,General,6,47.295,11339,458
136,General,6,47.5,11036,452
137,General,6,47.842,10562,440
138,General,6,49.726,10329,432
139,General,6,51.38,10015,419
140,General,6,52.17432500000002,9725,413
141,General,6,56.019999999999996,9456,406
142,General,6,56.22,9324,402
143,General,6,56.46,8920,394
144,General,6,57.062,8622,385
145,General,6,60.28399999999994,8335,374
146,General,6,61.66811500000001,8058,369
147,General,6,65.53999999999999,7832,359
148,General,6,65.74,7724,355
149,General,6,66.32,7276,344
150,General,6,69.2425,6946,340
151,General,6,73.33890400000006,6668,329
152,General,6,75.28,6400,317
153,General,6,79.66480000000003,6113,305
154,General,6,84.47999999999999,5893,291
155,General,6,85.74,5595,281
156,General,6,93.34202300000003,5279,266
157,General,6,94.0,5155,264
158,General,6,94.1,4982,260
159,General,6,94.69,4526,246
160,General,6,95.3,4299,238
161,General,6,99.63561200000007,3890,218
162,General,6,106.04599999999999,3613,207
163,General,6,112.74,3410,203
164,General,6,117.35,3060,186
165,General,6,131.38,2780,177
166,General,6,141.1,2533,169
167,General,6,149.92,2226,159
168,General,6,164.45,1946,139
169,General,6,188.2,1681,127
170,General,6,193.17,1391,109
171,General,6,226.30360000000024,1112,97
172,General,6,282.2,836,79
173,General,6,339.23428,556,68
174,General,6,477.7,311,55
175,General,6,4967.899999999999,1,0
755,checkout_apple_pay,6,20.004,17018,378
756,checkout_apple_pay,6,20.424,16911,378
757,checkout_apple_pay,6,20.5538,16680,373
758,checkout_apple_pay,6,21.266000000000002,16512,369
759,checkout_apple_pay,6,21.366,16470,369
760,checkout_apple_pay,6,21.465999999999998,16281,366
761,checkout_apple_pay,6,21.5017,16002,363
762,checkout_apple_pay,6,22.108,15838,363
763,checkout_apple_pay,6,22.407999999999998,15674,361
764,checkout_apple_pay,6,23.15,15528,357
765,checkout_apple_pay,6,23.25,15406,354
766,checkout_apple_pay,6,23.340956799999997,14975,347
767,checkout_apple_pay,6,23.349999999999998,14975,347
768,checkout_apple_pay,6,23.3975,14514,342
769,checkout_apple_pay,6,23.497500000000002,14357,339
770,checkout_apple_pay,6,24.2454,14126,335
771,checkout_apple_pay,6,25.1933,13957,331
772,checkout_apple_pay,6,25.976,13856,326
773,checkout_apple_pay,6,26.4148,13619,321
774,checkout_apple_pay,6,27.76,13451,321
775,checkout_apple_pay,6,27.959999999999997,13289,318
776,checkout_apple_pay,6,27.96,13267,318
777,checkout_apple_pay,6,28.06,12965,317
778,checkout_apple_pay,6,28.16,12334,309
779,checkout_apple_pay,6,28.323,12086,308
780,checkout_apple_pay,6,29.1849,11914,306
781,checkout_apple_pay,6,30.485999999999997,11743,303
782,checkout_apple_pay,6,30.785999999999998,11634,301
783,checkout_apple_pay,6,32.269999999999996,11403,297
784,checkout_apple_pay,6,32.57,11323,292
785,checkout_apple_pay,6,32.67,11213,288
786,checkout_apple_pay,6,32.769999999999996,11011,281
787,checkout_apple_pay,6,32.9765,10752,278
788,checkout_apple_pay,6,34.653999999999996,10554,275
789,checkout_apple_pay,6,36.338,10383,273
790,checkout_apple_pay,6,37.27058,10218,271
791,checkout_apple_pay,6,37.379999999999995,10110,270
792,checkout_apple_pay,6,37.48,9964,268
793,checkout_apple_pay,6,37.716,9034,263
794,checkout_apple_pay,6,39.164,8686,257
795,checkout_apple_pay,6,40.205999999999996,8549,257
796,checkout_apple_pay,6,41.69,8341,257
797,checkout_apple_pay,6,42.089999999999996,8220,251
798,checkout_apple_pay,6,42.932,8000,245
799,checkout_apple_pay,6,45.9471,7830,242
800,checkout_apple_pay,6,46.8,7676,238
801,checkout_apple_pay,6,46.995,7489,232
802,checkout_apple_pay,6,47.0,7472,232
803,checkout_apple_pay,6,47.095,6851,222
804,checkout_apple_pay,6,47.295,6789,221
805,checkout_apple_pay,6,48.010753999999906,6467,212
806,checkout_apple_pay,6,49.83595109000001,6297,206
807,checkout_apple_pay,6,51.41,6140,200
808,checkout_apple_pay,6,51.9345,5959,198
809,checkout_apple_pay,6,55.82,5787,194
810,checkout_apple_pay,6,56.22,5687,192
811,checkout_apple_pay,6,56.32,5467,187
812,checkout_apple_pay,6,57.062,5284,182
813,checkout_apple_pay,6,59.7083,5107,176
814,checkout_apple_pay,6,61.113499999999995,4939,173
815,checkout_apple_pay,6,65.44,4768,170
816,checkout_apple_pay,6,65.74,4662,165
817,checkout_apple_pay,6,65.83784218,4425,161
818,checkout_apple_pay,6,68.066,4255,158
819,checkout_apple_pay,6,70.25,4088,153
820,checkout_apple_pay,6,74.95058,3915,148
821,checkout_apple_pay,6,76.1768855400001,3744,139
822,checkout_apple_pay,6,81.76669060000003,3574,133
823,checkout_apple_pay,6,84.47999999999999,3484,126
824,checkout_apple_pay,6,88.88999999999999,3237,119
825,checkout_apple_pay,6,93.98738153999994,3064,113
826,checkout_apple_pay,6,94.1,2945,112
827,checkout_apple_pay,6,94.69,2632,103
828,checkout_apple_pay,6,98.7914999999999,2383,94
829,checkout_apple_pay,6,104.55078999999999,2213,91
830,checkout_apple_pay,6,112.74,2050,87
831,checkout_apple_pay,6,115.2790000000001,1872,80
832,checkout_apple_pay,6,126.356812,1702,75
833,checkout_apple_pay,6,140.34100000000032,1532,67
834,checkout_apple_pay,6,145.10999999999999,1363,64
835,checkout_apple_pay,6,159.74,1206,53
836,checkout_apple_pay,6,179.601,1023,45
837,checkout_apple_pay,6,189.38,854,37
838,checkout_apple_pay,6,208.038,683,34
839,checkout_apple_pay,6,257.5579715999976,511,25
840,checkout_apple_pay,6,318.3088399999997,341,20
841,checkout_apple_pay,6,432.339898599998,171,14
842,checkout_apple_pay,6,4405.759999999999,1,1
2041,checkout_credit_api,6,20.024,6835,192
2042,checkout_credit_api,6,20.43,6767,190
2043,checkout_credit_api,6,20.6176,6698,189
2044,checkout_credit_api,6,21.366,6631,187
2045,checkout_credit_api,6,21.45658,6566,186
2046,checkout_credit_api,6,21.465999999999998,6560,186
2047,checkout_credit_api,6,22.007999999999996,6425,185
2048,checkout_credit_api,6,22.407999999999998,6362,185
2049,checkout_credit_api,6,22.646912,6288,182
2050,checkout_credit_api,6,23.15,6233,181
2051,checkout_credit_api,6,23.25,6194,179
2052,checkout_credit_api,6,23.349999999999998,6060,173
2053,checkout_credit_api,6,23.35,5970,172
2054,checkout_credit_api,6,23.497500000000002,5895,172
2055,checkout_credit_api,6,24.588399999999996,5809,170
2056,checkout_credit_api,6,25.1933,5743,169
2057,checkout_credit_api,6,26.06658,5674,168
2058,checkout_credit_api,6,26.918,5606,166
2059,checkout_credit_api,6,27.85058,5540,166
2060,checkout_credit_api,6,27.96,5484,166
2061,checkout_credit_api,6,28.041159999999998,5401,166
2062,checkout_credit_api,6,28.06,5377,166
2063,checkout_credit_api,6,28.16,5131,164
2064,checkout_credit_api,6,28.223,5059,164
2065,checkout_credit_api,6,28.337,4991,162
2066,checkout_credit_api,6,28.94017892000002,4921,161
2067,checkout_credit_api,6,29.944,4862,158
2068,checkout_credit_api,6,30.785999999999998,4789,155
2069,checkout_credit_api,6,31.727999999999998,4724,155
2070,checkout_credit_api,6,32.57,4654,150
2071,checkout_credit_api,6,32.67,4616,150
2072,checkout_credit_api,6,32.7765,4516,146
2073,checkout_credit_api,6,33.7244,4444,143
2074,checkout_credit_api,6,35.396,4382,142
2075,checkout_credit_api,6,36.7632,4306,140
2076,checkout_credit_api,6,37.36116,4239,139
2077,checkout_credit_api,6,37.48,4183,139
2078,checkout_credit_api,6,37.64,3833,129
2079,checkout_credit_api,6,37.716,3818,129
2080,checkout_credit_api,6,39.164,3696,126
2081,checkout_credit_api,6,40.205999999999996,3633,125
2082,checkout_credit_api,6,41.60938559999999,3554,124
2083,checkout_credit_api,6,42.089999999999996,3500,121
2084,checkout_credit_api,6,42.732,3421,118
2085,checkout_credit_api,6,45.757999999999996,3352,118
2086,checkout_credit_api,6,46.79058,3281,116
2087,checkout_credit_api,6,46.9,3220,115
2088,checkout_credit_api,6,47.0,3197,115
2089,checkout_credit_api,6,47.295,2872,109
2090,checkout_credit_api,6,48.142900000000004,2736,106
2091,checkout_credit_api,6,50.367999999999995,2668,102
2092,checkout_credit_api,6,51.50999999999999,2603,100
2093,checkout_credit_api,6,53.494,2530,98
2094,checkout_credit_api,6,56.1032408,2461,95
2095,checkout_credit_api,6,56.22,2434,95
2096,checkout_credit_api,6,56.32,2337,95
2097,checkout_credit_api,6,56.946,2259,92
2098,checkout_credit_api,6,60.12143704,2187,90
2099,checkout_credit_api,6,61.313500000000005,2120,90
2100,checkout_credit_api,6,65.53999999999999,2053,88
2101,checkout_credit_api,6,65.74,2030,86
2102,checkout_credit_api,6,66.153,1932,81
2103,checkout_credit_api,6,70.11334378,1846,80
2104,checkout_credit_api,6,73.78608,1777,76
2105,checkout_credit_api,6,75.122521,1709,76
2106,checkout_credit_api,6,78.8264928,1641,74
2107,checkout_credit_api,6,84.2722756,1572,71
2108,checkout_credit_api,6,84.72131868000004,1504,69
2109,checkout_credit_api,6,89.31580000000001,1436,66
2110,checkout_credit_api,6,93.99200000000002,1367,64
2111,checkout_credit_api,6,94.0956668,1299,61
2112,checkout_credit_api,6,94.1,1299,61
2113,checkout_credit_api,6,94.59,1167,57
2114,checkout_credit_api,6,96.726,1095,55
2115,checkout_credit_api,6,103.12,1026,50
2116,checkout_credit_api,6,108.05639999999997,957,49
2117,checkout_credit_api,6,113.24464,889,48
2118,checkout_credit_api,6,121.96,821,45
2119,checkout_credit_api,6,131.99302920000005,752,42
2120,checkout_credit_api,6,141.1,704,41
2121,checkout_credit_api,6,150.21376600000005,616,38
2122,checkout_credit_api,6,163.87800000000007,547,30
2123,checkout_credit_api,6,188.1,480,27
2124,checkout_credit_api,6,192.201472,411,25
2125,checkout_credit_api,6,222.66834999999924,342,23
2126,checkout_credit_api,6,256.85626239999976,274,16
2127,checkout_credit_api,6,300.73399999999987,206,13
2128,checkout_credit_api,6,376.5,138,10
2129,checkout_credit_api,6,511.9901599999995,69,8
2130,checkout_credit_api,6,4405.759999999999,1,1
1398,paypal_wallet_slave,6,20.004,7874,349
1399,paypal_wallet_slave,6,20.43,7810,348
1400,paypal_wallet_slave,6,20.523999999999997,7718,348
1401,paypal_wallet_slave,6,21.09,7666,348
1402,paypal_wallet_slave,6,21.352853600000003,7559,346
1403,paypal_wallet_slave,6,21.39,7542,346
1404,paypal_wallet_slave,6,21.546,7403,345
1405,paypal_wallet_slave,6,22.34,7326,342
1406,paypal_wallet_slave,6,22.7,7251,339
1407,paypal_wallet_slave,6,23.0,7205,339
1408,paypal_wallet_slave,6,23.299999999999997,7011,335
1409,paypal_wallet_slave,6,23.3,6964,335
1410,paypal_wallet_slave,6,24.61,6695,330
1411,paypal_wallet_slave,6,25.21,6626,327
1412,paypal_wallet_slave,6,25.87,6545,325
1413,paypal_wallet_slave,6,27.47,6457,320
1414,paypal_wallet_slave,6,27.78,6397,318
1415,paypal_wallet_slave,6,28.06,6227,317
1416,paypal_wallet_slave,6,28.08,6169,316
1417,paypal_wallet_slave,6,28.13,5906,311
1418,paypal_wallet_slave,6,28.38,5883,311
1419,paypal_wallet_slave,6,28.740000000000002,5751,308
1420,paypal_wallet_slave,6,29.990000000000002,5674,304
1421,paypal_wallet_slave,6,30.689999999999998,5591,300
1422,paypal_wallet_slave,6,31.96,5520,296
1423,paypal_wallet_slave,6,32.56,5436,291
1424,paypal_wallet_slave,6,32.7308,5354,289
1425,paypal_wallet_slave,6,32.86,5337,289
1426,paypal_wallet_slave,6,34.17,5197,287
1427,paypal_wallet_slave,6,35.78,5119,285
1428,paypal_wallet_slave,6,37.04,5054,280
1429,paypal_wallet_slave,6,37.3706742,4960,277
1430,paypal_wallet_slave,6,37.56,4888,275
1431,paypal_wallet_slave,6,37.64,4853,273
1432,paypal_wallet_slave,6,37.9985,4331,263
1433,paypal_wallet_slave,6,39.939000000000014,4252,258
1434,paypal_wallet_slave,6,41.25792,4173,256
1435,paypal_wallet_slave,6,42.10039999999999,4094,253
1436,paypal_wallet_slave,6,43.1062,4016,247
1437,paypal_wallet_slave,6,45.83,3937,246
1438,paypal_wallet_slave,6,46.9,3866,243
1439,paypal_wallet_slave,6,47.0,3789,239
1440,paypal_wallet_slave,6,47.25,3708,237
1441,paypal_wallet_slave,6,47.5,3681,236
1442,paypal_wallet_slave,6,49.16069999999999,3228,223
1443,paypal_wallet_slave,6,51.078,3150,220
1444,paypal_wallet_slave,6,51.75589999999999,3071,216
1445,paypal_wallet_slave,6,55.559999999999995,2993,213
1446,paypal_wallet_slave,6,56.3,2919,211
1447,paypal_wallet_slave,6,56.46,2899,211
1448,paypal_wallet_slave,6,56.76,2776,207
1449,paypal_wallet_slave,6,59.29767560000001,2677,203
1450,paypal_wallet_slave,6,61.54,2605,200
1451,paypal_wallet_slave,6,65.72,2521,195
1452,paypal_wallet_slave,6,66.32,2461,193
1453,paypal_wallet_slave,6,70.02449999999999,2284,190
1454,paypal_wallet_slave,6,74.68,2208,183
1455,paypal_wallet_slave,6,75.88,2135,180
1456,paypal_wallet_slave,6,80.36,2050,171
1457,paypal_wallet_slave,6,85.13999999999999,1975,165
1458,paypal_wallet_slave,6,85.74,1930,162
1459,paypal_wallet_slave,6,89.32,1813,155
1460,paypal_wallet_slave,6,94.15196000000003,1733,152
1461,paypal_wallet_slave,6,95.0,1691,151
1462,paypal_wallet_slave,6,95.3,1611,148
1463,paypal_wallet_slave,6,96.59459999999996,1418,137
1464,paypal_wallet_slave,6,103.81179999999998,1339,133
1465,paypal_wallet_slave,6,109.91159999999996,1260,129
1466,paypal_wallet_slave,6,114.11999999999999,1182,121
