,Payment Method,Minutes range,Payments,Paying users,Disputing users
1467,paypal_wallet_slave,6,121.26199999999977,1103,115
1468,paypal_wallet_slave,6,132.48160000000004,1024,112
1469,paypal_wallet_slave,6,142.5,947,108
1470,paypal_wallet_slave,6,145.37,870,106
1471,paypal_wallet_slave,6,161.32,793,94
1472,paypal_wallet_slave,6,187.83470000000008,709,88
1473,paypal_wallet_slave,6,190.9,634,83
1474,paypal_wallet_slave,6,208.82,553,75
1475,paypal_wallet_slave,6,238.1,476,66
1476,paypal_wallet_slave,6,272.74999999999983,394,59
1477,paypal_wallet_slave,6,307.53807999999975,315,57
1478,paypal_wallet_slave,6,383.5210999999993,237,48
1479,paypal_wallet_slave,6,477.7,187,45
1480,paypal_wallet_slave,6,656.0303999999983,79,14
1481,paypal_wallet_slave,6,4967.899999999999,1,0
373,General,72,20.003999999999998,49412,971
374,General,72,20.424,49055,964
375,General,72,21.0405276,48423,954
376,General,72,21.3568836,47929,950
377,General,72,21.465999999999998,47480,946
378,General,72,21.6017,47004,942
379,General,72,22.308,46496,937
380,General,72,23.0,45958,933
381,General,72,23.22,45461,924
382,General,72,23.25,45403,924
383,General,72,23.349999999999998,44518,915
384,General,72,23.3975,43992,912
385,General,72,24.0454,43484,906
386,General,72,24.959999999999997,42990,901
387,General,72,25.57,42527,894
388,General,72,26.075999999999997,42020,887
389,General,72,26.918,41510,878
390,General,72,27.76,41015,870
391,General,72,27.950580000000002,40521,867
392,General,72,28.037,40068,863
393,General,72,28.06,39946,861
394,General,72,28.13,39038,848
395,General,72,28.337,38570,843
396,General,72,29.39,38054,832
397,General,72,30.093839999999997,37553,830
398,General,72,30.785999999999998,37106,822
399,General,72,31.828,36575,816
400,General,72,32.57,36077,805
401,General,72,32.67,35794,803
402,General,72,32.92,35083,794
403,General,72,34.354,34609,787
404,General,72,35.396,34113,782
405,General,72,36.438,33680,778
406,General,72,37.28,33130,775
407,General,72,37.416,32622,767
408,General,72,37.48,32567,767
409,General,72,37.516000000000005,31628,762
410,General,72,37.64,31523,761
411,General,72,38.321999999999996,30650,751
412,General,72,39.7722,30142,743
413,General,72,40.5263,29648,740
414,General,72,41.8,29155,734
415,General,72,42.12,28675,725
416,General,72,43.74779167,28165,720
417,General,72,45.493152,27671,710
418,General,72,46.6,27243,704
419,General,72,46.9,26739,697
420,General,72,47.0,26563,694
421,General,72,47.295,25873,683
422,General,72,48.19438799999999,25200,667
423,General,72,49.76765,24706,654
424,General,72,51.21,24262,650
425,General,72,52.05199999999999,23719,642
426,General,72,54.27819999999999,23225,632
427,General,72,56.019999999999996,22762,630
428,General,72,56.264520999999995,22237,625
429,General,72,57.04664000000001,21741,622
430,General,72,59.217699999999994,21249,610
431,General,72,60.93,20754,603
432,General,72,63.530899999999974,20259,588
433,General,72,65.53057999999999,19767,583
434,General,72,65.97851999999999,19271,575
435,General,72,68.066,18777,566
436,General,72,70.24053939999999,18283,557
437,General,72,73.42056000000001,17788,549
438,General,72,75.06,17317,538
439,General,72,77.84260000000002,16800,530
440,General,72,80.95992000000004,16306,523
441,General,72,84.47999999999999,15814,514
442,General,72,86.53818799999982,15318,505
443,General,72,89.59545999999999,14824,491
444,General,72,93.69999999999999,14377,479
445,General,72,94.29,13852,464
446,General,72,95.98677199999997,13341,454
447,General,72,99.33097,12847,441
448,General,72,103.32,12363,430
449,General,72,107.83,11868,416
450,General,72,112.74,11369,408
451,General,72,116.38999999999999,10872,393
452,General,72,122.16,10385,382
453,General,72,128.38000000000002,9884,371
454,General,72,134.5304278000003,9389,359
455,General,72,141.1,8937,348
456,General,72,147.83755999999997,8400,338
457,General,72,155.4305039999999,7906,321
458,General,72,164.6122999999999,7412,309
459,General,72,176.7282,6918,297
460,General,72,188.1,6430,283
461,General,72,196.6931144,5930,266
462,General,72,210.35530000000006,5436,255
463,General,72,229.28000000000017,4942,239
464,General,72,249.1310000000002,4447,222
465,General,72,274.4860000000001,3953,200
466,General,72,301.31088266000074,3459,189
467,General,72,339.1557698599993,2965,176
468,General,72,389.38757999999984,2471,158
469,General,72,456.1623999999999,1977,134
470,General,72,550.1742999999996,1483,108
471,General,72,724.6842899999999,989,78
472,General,72,1129.493917,495,49
473,General,72,11463.869999999999,1,0
1033,checkout_apple_pay,72,20.003999999999998,30370,556
1034,checkout_apple_pay,72,20.424,30151,552
1035,checkout_apple_pay,72,21.166,29768,546
1036,checkout_apple_pay,72,21.366,29499,546
1037,checkout_apple_pay,72,21.465999999999998,29241,544
1038,checkout_apple_pay,72,21.6017,28852,541
1039,checkout_apple_pay,72,22.208000000000002,28562,539
1040,checkout_apple_pay,72,23.049999999999997,28249,535
1041,checkout_apple_pay,72,23.25,27960,531
1042,checkout_apple_pay,72,23.349999999999998,27403,527
1043,checkout_apple_pay,72,23.35,27084,525
1044,checkout_apple_pay,72,23.692,26726,521
1045,checkout_apple_pay,72,24.75922000000001,26422,519
1046,checkout_apple_pay,72,25.233999999999998,26135,514
1047,checkout_apple_pay,72,25.976,25891,509
1048,checkout_apple_pay,72,26.318927999999996,25510,504
1049,checkout_apple_pay,72,27.459999999999997,25207,498
1050,checkout_apple_pay,72,27.86,25038,498
1051,checkout_apple_pay,72,27.96,24807,495
1052,checkout_apple_pay,72,28.06,24389,490
1053,checkout_apple_pay,72,28.227521000000003,23699,484
1054,checkout_apple_pay,72,28.802,23406,479
1055,checkout_apple_pay,72,29.744,23128,474
1056,checkout_apple_pay,72,30.686,22824,473
1057,checkout_apple_pay,72,31.427999999999997,22478,470
1058,checkout_apple_pay,72,32.47,22204,463
1059,checkout_apple_pay,72,32.67,21886,461
1060,checkout_apple_pay,72,32.769999999999996,21650,458
1061,checkout_apple_pay,72,33.412,21269,456
1062,checkout_apple_pay,72,34.801700000000004,20956,451
1063,checkout_apple_pay,72,35.937999999999995,20652,450
1064,checkout_apple_pay,72,37.08,20350,448
1065,checkout_apple_pay,72,37.37491320000001,20044,446
1066,checkout_apple_pay,72,37.48,19863,445
1067,checkout_apple_pay,72,37.616,19135,444
1068,checkout_apple_pay,72,37.964,18845,442
1069,checkout_apple_pay,72,39.263999999999996,18537,440
1070,checkout_apple_pay,72,40.205999999999996,18298,437
1071,checkout_apple_pay,72,41.49,17924,434
1072,checkout_apple_pay,72,41.99,17641,431
1073,checkout_apple_pay,72,42.695678,17311,425
1074,checkout_apple_pay,72,44.616,17019,423
1075,checkout_apple_pay,72,46.341836050000005,16703,416
1076,checkout_apple_pay,72,46.8,16430,411
1077,checkout_apple_pay,72,47.0,16168,406
1078,checkout_apple_pay,72,47.095,15797,402
1079,checkout_apple_pay,72,47.631471409999996,15489,395
1080,checkout_apple_pay,72,49.62129,15185,387
1081,checkout_apple_pay,72,51.209999999999994,14883,383
1082,checkout_apple_pay,72,51.710076960000045,14578,378
1083,checkout_apple_pay,72,54.035999999999994,14277,372
1084,checkout_apple_pay,72,55.919999999999995,13976,369
1085,checkout_apple_pay,72,56.22,13783,367
1086,checkout_apple_pay,72,56.64600000000001,13363,364
1087,checkout_apple_pay,72,58.946,13061,357
1088,checkout_apple_pay,72,60.72999999999999,12769,353
1089,checkout_apple_pay,72,62.513999999999996,12454,342
1090,checkout_apple_pay,72,65.13573999999998,12148,339
1091,checkout_apple_pay,72,65.74,11879,332
1092,checkout_apple_pay,72,66.58699999999999,11555,327
1093,checkout_apple_pay,72,69.41364000000002,11237,322
1094,checkout_apple_pay,72,71.65179199999999,10933,317
1095,checkout_apple_pay,72,74.85999999999999,10643,309
1096,checkout_apple_pay,72,76.21235400000005,10326,302
1097,checkout_apple_pay,72,79.57,10045,298
1098,checkout_apple_pay,72,83.67999999999999,9719,292
1099,checkout_apple_pay,72,85.211,9417,286
1100,checkout_apple_pay,72,88.85634999999998,9111,278
1101,checkout_apple_pay,72,92.8421,8808,269
1102,checkout_apple_pay,72,94.1,8538,264
1103,checkout_apple_pay,72,95.38466599999998,8200,257
1104,checkout_apple_pay,72,98.71,7897,249
1105,checkout_apple_pay,72,103.01999999999998,7601,243
1106,checkout_apple_pay,72,107.25112100000001,7290,233
1107,checkout_apple_pay,72,112.43999999999998,6992,225
1108,checkout_apple_pay,72,116.13423999999996,6682,218
1109,checkout_apple_pay,72,121.95999999999998,6381,210
1110,checkout_apple_pay,72,127.47608000000005,6074,202
1111,checkout_apple_pay,72,133.92934000000002,5771,194
1112,checkout_apple_pay,72,141.0,5474,186
1113,checkout_apple_pay,72,147.66138000000007,5163,183
1114,checkout_apple_pay,72,155.02802399999993,4860,171
1115,checkout_apple_pay,72,164.21499999999978,4556,162
1116,checkout_apple_pay,72,174.82307720000003,4252,154
1117,checkout_apple_pay,72,187.70000000000002,3949,146
1118,checkout_apple_pay,72,195.3197600000001,3645,136
1119,checkout_apple_pay,72,209.36599999999999,3342,131
1120,checkout_apple_pay,72,227.2705900000001,3037,119
1121,checkout_apple_pay,72,246.564845,2734,108
1122,checkout_apple_pay,72,271.860812,2430,97
1123,checkout_apple_pay,72,298.21697500000033,2126,93
1124,checkout_apple_pay,72,331.6957787999996,1823,87
1125,checkout_apple_pay,72,380.15361899999976,1519,75
1126,checkout_apple_pay,72,441.48919999999947,1215,63
1127,checkout_apple_pay,72,525.8680600000002,912,53
1128,checkout_apple_pay,72,677.8019999999999,608,36
1129,checkout_apple_pay,72,988.8660600000024,304,19
1130,checkout_apple_pay,72,7457.931020000001,1,0
2322,checkout_credit_api,72,20.003999999999998,12223,279
2323,checkout_credit_api,72,20.424,12131,277
2324,checkout_credit_api,72,21.066,11982,275
2325,checkout_credit_api,72,21.366,11881,274
2326,checkout_credit_api,72,21.465999999999998,11802,274
2327,checkout_credit_api,72,22.208,11621,273
2328,checkout_credit_api,72,22.611711999999997,11489,272
2329,checkout_credit_api,72,23.198850000000004,11367,271
2330,checkout_credit_api,72,23.25,11354,270
2331,checkout_credit_api,72,23.349999999999998,11194,267
2332,checkout_credit_api,72,23.552500000000002,11008,264
2333,checkout_credit_api,72,24.61428,10878,263
2334,checkout_credit_api,72,25.134,10764,262
2335,checkout_credit_api,72,25.976,10637,262
2336,checkout_credit_api,72,26.817999999999998,10513,260
2337,checkout_credit_api,72,27.560000000000002,10391,258
2338,checkout_credit_api,72,27.950580000000002,10271,257
2339,checkout_credit_api,72,28.050579999999997,10151,256
2340,checkout_credit_api,72,28.06,10138,256
2341,checkout_credit_api,72,28.16,9934,252
2342,checkout_credit_api,72,28.602,9780,251
2343,checkout_credit_api,72,29.644,9669,250
2344,checkout_credit_api,72,30.491039999999998,9534,249
2345,checkout_credit_api,72,31.127999999999997,9412,247
2346,checkout_credit_api,72,32.37,9290,242
2347,checkout_credit_api,72,32.576499999999996,9170,241
2348,checkout_credit_api,72,32.769999999999996,9085,238
2349,checkout_credit_api,72,33.8244,8925,235
2350,checkout_credit_api,72,35.176,8801,233
2351,checkout_credit_api,72,36.2418,8678,233
2352,checkout_credit_api,72,37.18,8559,233
2353,checkout_credit_api,72,37.379999999999995,8461,232
2354,checkout_credit_api,72,37.48,8392,231
2355,checkout_credit_api,72,37.716,8096,226
2356,checkout_credit_api,72,38.763999999999996,7947,226
2357,checkout_credit_api,72,39.958603999999994,7823,224
2358,checkout_credit_api,72,40.85501694000001,7700,222
2359,checkout_credit_api,72,41.89,7584,221
2360,checkout_credit_api,72,42.2555,7459,218
2361,checkout_credit_api,72,44.28272400000001,7334,217
2362,checkout_credit_api,72,45.588199999999986,7211,215
2363,checkout_credit_api,72,46.699999999999996,7099,213
2364,checkout_credit_api,72,46.995,6969,211
2365,checkout_credit_api,72,47.0,6960,211
2366,checkout_credit_api,72,47.442,6725,207
2367,checkout_credit_api,72,49.21658,6601,201
2368,checkout_credit_api,72,50.468,6480,200
2369,checkout_credit_api,72,51.51,6364,199
2370,checkout_credit_api,72,53.194,6234,198
2371,checkout_credit_api,72,55.178,6114,195
2372,checkout_credit_api,72,56.12308000000001,5989,195
2373,checkout_credit_api,72,56.373999999999995,5869,195
2374,checkout_credit_api,72,58.204,5746,192
2375,checkout_credit_api,72,59.98800000000002,5623,188
2376,checkout_credit_api,72,61.41355,5500,183
2377,checkout_credit_api,72,64.55241600000002,5378,180
2378,checkout_credit_api,72,65.74,5268,177
2379,checkout_credit_api,72,66.80712799999995,5134,173
2380,checkout_credit_api,72,69.55597799999998,5012,171
2381,checkout_credit_api,72,72.10583999999997,4889,168
2382,checkout_credit_api,72,74.86,4768,167
2383,checkout_credit_api,72,76.51649600000002,4645,166
2384,checkout_credit_api,72,79.47,4523,165
2385,checkout_credit_api,72,82.917024,4400,161
2386,checkout_credit_api,72,84.59260000000002,4278,160
2387,checkout_credit_api,72,87.9547,4157,158
2388,checkout_credit_api,72,91.08130200000004,4034,155
2389,checkout_credit_api,72,94.0,3915,150
2390,checkout_credit_api,72,94.51511999999987,3789,144
2391,checkout_credit_api,72,97.34741999999999,3667,142
2392,checkout_credit_api,72,101.0240796,3545,139
2393,checkout_credit_api,72,104.30144000000001,3423,135
2394,checkout_credit_api,72,108.07607999999995,3300,131
2395,checkout_credit_api,72,112.59560240000003,3178,128
2396,checkout_credit_api,72,115.84858,3056,124
2397,checkout_credit_api,72,121.96,2937,120
2398,checkout_credit_api,72,126.56494554000004,2812,115
2399,checkout_credit_api,72,132.3754472,2689,114
2400,checkout_credit_api,72,140.82314200000008,2567,112
2401,checkout_credit_api,72,145.01,2446,109
2402,checkout_credit_api,72,152.256,2324,104
2403,checkout_credit_api,72,160.82016,2200,97
2404,checkout_credit_api,72,171.47768,2078,95
2405,checkout_credit_api,72,182.59,1957,93
2406,checkout_credit_api,72,189.16379999999992,1834,88
2407,checkout_credit_api,72,201.94095199999998,1712,82
2408,checkout_credit_api,72,217.12847999999997,1589,75
2409,checkout_credit_api,72,235.13600000000005,1467,75
2410,checkout_credit_api,72,255.1252636,1345,70
2411,checkout_credit_api,72,278.13166400000046,1223,63
2412,checkout_credit_api,72,299.84000000000003,1101,62
2413,checkout_credit_api,72,329.29999999999995,980,58
2414,checkout_credit_api,72,367.19852000000003,856,53
2415,checkout_credit_api,72,404.6487999999993,734,48
2416,checkout_credit_api,72,470.68999999999994,612,39
2417,checkout_credit_api,72,552.5409599999992,489,36
2418,checkout_credit_api,72,675.0369860000001,367,26
2419,checkout_credit_api,72,889.0160799999982,245,20
2420,checkout_credit_api,72,1269.6092,123,13
2421,checkout_credit_api,72,11463.869999999999,1,0
1667,paypal_wallet_slave,72,20.003999999999998,14478,396
1668,paypal_wallet_slave,72,20.43,14375,393
1669,paypal_wallet_slave,72,21.08,14191,389
1670,paypal_wallet_slave,72,21.31,14048,386
1671,paypal_wallet_slave,72,21.546,13899,384
1672,paypal_wallet_slave,72,22.388499999999997,13754,381
1673,paypal_wallet_slave,72,22.8186,13609,381
1674,paypal_wallet_slave,72,23.0,13578,381
1675,paypal_wallet_slave,72,23.299999999999997,13336,376
1676,paypal_wallet_slave,72,23.3,13301,376
1677,paypal_wallet_slave,72,24.26,13032,372
1678,paypal_wallet_slave,72,24.959999999999997,12889,370
1679,paypal_wallet_slave,72,25.61696,12740,367
1680,paypal_wallet_slave,72,26.519999999999996,12598,364
1681,paypal_wallet_slave,72,27.479999999999997,12453,361
1682,paypal_wallet_slave,72,27.78,12347,359
1683,paypal_wallet_slave,72,27.959999999999997,12163,358
1684,paypal_wallet_slave,72,28.08,12110,357
1685,paypal_wallet_slave,72,28.23,11873,352
1686,paypal_wallet_slave,72,28.958900000000003,11727,350
1687,paypal_wallet_slave,72,29.99,11584,348
1688,paypal_wallet_slave,72,30.65,11458,342
1689,paypal_wallet_slave,72,31.94832,11293,338
1690,paypal_wallet_slave,72,32.47,11149,333
1691,paypal_wallet_slave,72,32.86,11017,333
1692,paypal_wallet_slave,72,33.7115,10858,331
1693,paypal_wallet_slave,72,34.83,10715,328
1694,paypal_wallet_slave,72,36.113700000000016,10569,327
1695,paypal_wallet_slave,72,37.04,10440,324
1696,paypal_wallet_slave,72,37.34,10295,321
1697,paypal_wallet_slave,72,37.64,10183,319
1698,paypal_wallet_slave,72,38.48938,9700,310
1699,paypal_wallet_slave,72,39.8855556,9555,306
1700,paypal_wallet_slave,72,40.86,9417,303
1701,paypal_wallet_slave,72,41.82,9283,301
1702,paypal_wallet_slave,72,42.884899999999995,9121,298
1703,paypal_wallet_slave,72,44.68,8978,295
1704,paypal_wallet_slave,72,46.3,8839,294
1705,paypal_wallet_slave,72,46.9,8724,294
1706,paypal_wallet_slave,72,47.5,8548,289
1707,paypal_wallet_slave,72,48.269999999999996,8253,283
1708,paypal_wallet_slave,72,50.07,8111,277
1709,paypal_wallet_slave,72,51.136500000000005,7963,275
1710,paypal_wallet_slave,72,52.341680000000004,7818,274
1711,paypal_wallet_slave,72,54.44759999999999,7673,271
1712,paypal_wallet_slave,72,56.16,7535,271
1713,paypal_wallet_slave,72,56.46,7462,271
1714,paypal_wallet_slave,72,58.18,7240,267
1715,paypal_wallet_slave,72,60.13394000000001,7094,265
1716,paypal_wallet_slave,72,62.199999999999996,6950,260
1717,paypal_wallet_slave,72,64.87944,6805,257
1718,paypal_wallet_slave,72,66.0758,6660,256
1719,paypal_wallet_slave,72,67.337,6515,253
1720,paypal_wallet_slave,72,69.9,6374,249
1721,paypal_wallet_slave,72,72.79669999999999,6226,246
1722,paypal_wallet_slave,72,75.28,6082,243
1723,paypal_wallet_slave,72,77.31290000000001,5936,240
1724,paypal_wallet_slave,72,80.53439999999999,5791,239
1725,paypal_wallet_slave,72,84.27939999999998,5647,235
1726,paypal_wallet_slave,72,85.74,5526,233
1727,paypal_wallet_slave,72,88.5023358,5357,226
1728,paypal_wallet_slave,72,92.76120000000004,5212,223
1729,paypal_wallet_slave,72,94.69050000000001,5067,222
1730,paypal_wallet_slave,72,95.3,4982,222
1731,paypal_wallet_slave,72,97.73310000000002,4778,216
1732,paypal_wallet_slave,72,101.19999999999999,4634,212
1733,paypal_wallet_slave,72,104.67389999999999,4488,209
1734,paypal_wallet_slave,72,109.26299999999999,4344,202
1735,paypal_wallet_slave,72,113.4869,4199,198
1736,paypal_wallet_slave,72,117.3632,4054,194
1737,paypal_wallet_slave,72,122.48923999999997,3909,191
1738,paypal_wallet_slave,72,127.61879999999996,3765,189
1739,paypal_wallet_slave,72,132.98950000000002,3620,184
1740,paypal_wallet_slave,72,140.34160000000003,3475,179
1741,paypal_wallet_slave,72,144.51999999999995,3331,175
1742,paypal_wallet_slave,72,150.85999999999999,3188,173
1743,paypal_wallet_slave,72,158.48320000000004,3041,167
1744,paypal_wallet_slave,72,166.64400000000003,2896,166
1745,paypal_wallet_slave,72,175.8385,2751,159
1746,paypal_wallet_slave,72,186.3749999999998,2606,156
1747,paypal_wallet_slave,72,192.01999999999998,2462,152
1748,paypal_wallet_slave,72,203.83520000000004,2317,148
1749,paypal_wallet_slave,72,218.3917,2172,141
1750,paypal_wallet_slave,72,236.67519999999988,2027,140
1751,paypal_wallet_slave,72,251.89809999999994,1883,134
1752,paypal_wallet_slave,72,272.55080000000004,1738,128
1753,paypal_wallet_slave,72,291.39830000000006,1593,124
1754,paypal_wallet_slave,72,322.92599999999993,1448,120
1755,paypal_wallet_slave,72,360.79619999999977,1303,114
1756,paypal_wallet_slave,72,402.1724000000001,1159,107
1757,paypal_wallet_slave,72,448.2619400000002,1014,93
1758,paypal_wallet_slave,72,501.0787999999998,869,77
1759,paypal_wallet_slave,72,590.0559999999999,724,72
1760,paypal_wallet_slave,72,709.4936,580,60
1761,paypal_wallet_slave,72,905.6605000000004,435,47
1762,paypal_wallet_slave,72,1246.3179999999936,290,38
1763,paypal_wallet_slave,72,2040.4523999999944,145,21
1764,paypal_wallet_slave,72,11463.869999999999,1,0
474,General,96,20.003999999999998,52412,980
475,General,96,20.43,51892,974
476,General,96,21.09,51385,968
477,General,96,21.366,50937,965
478,General,96,21.465999999999998,50483,961
479,General,96,22.008,49798,954
480,General,96,22.407999999999998,49297,949
481,General,96,23.049999999999997,48752,941
482,General,96,23.25,48362,935
483,General,96,23.299999999999997,47722,928
484,General,96,23.349999999999998,47495,926
485,General,96,23.6525,46649,919
486,General,96,24.733999999999998,46129,915
487,General,96,25.233999999999998,45602,907
488,General,96,25.976,45146,899
489,General,96,26.718,44552,891
490,General,96,27.56,44044,883
491,General,96,27.86,43641,882
492,General,96,27.96,43319,878
493,General,96,28.06,42825,873
494,General,96,28.130116000000005,41929,862
495,General,96,28.38,41444,859
496,General,96,29.444,40897,851
497,General,96,30.35,40376,845
498,General,96,30.85116544,39833,838
499,General,96,32.155285,39309,828
500,General,96,32.57,38897,821
501,General,96,32.769999999999996,38308,816
502,General,96,33.312000000000005,37738,808
503,General,96,34.5723,37214,803
504,General,96,35.91737999999999,36688,801
505,General,96,37.04,36170,797
506,General,96,37.34,35657,787
507,General,96,37.48,35318,785
508,General,96,37.64,34290,779
509,General,96,38.022,33545,772
510,General,96,39.263999999999996,33053,764
511,General,96,40.21,32534,758
512,General,96,41.59,31974,751
513,General,96,42.089999999999996,31549,746
514,General,96,43.53302,30923,735
515,General,96,45.099199999999996,30402,727
516,General,96,46.54481999999998,29875,719
517,General,96,46.894999999999996,29361,709
518,General,96,47.0,29153,706
519,General,96,47.30500000000001,28306,694
520,General,96,48.38399999999999,27781,683
521,General,96,49.80495999999999,27254,671
522,General,96,51.3002262,26730,666
523,General,96,52.03,26208,659
524,General,96,54.23599999999999,25685,647
525,General,96,56.019999999999996,25161,642
526,General,96,56.31058,24635,637
527,General,96,57.470000000000006,24111,632
528,General,96,59.588,23591,625
529,General,96,61.21350000000001,23063,617
530,General,96,64.16,22538,608
531,General,96,65.53999999999999,22083,603
532,General,96,66.20089999999999,21491,595
533,General,96,68.53319999999995,20965,583
534,General,96,70.5626554,20441,576
535,General,96,74.01692,19917,569
536,General,96,75.28,19402,556
537,General,96,78.21858,18869,549
538,General,96,81.15280999999999,18344,540
539,General,96,84.42520000000005,17820,530
540,General,96,86.6068,17297,520
541,General,96,89.59839999999998,16773,510
542,General,96,93.69999999999999,16289,499
543,General,96,94.48715629999998,15724,485
544,General,96,96.66999999999999,15202,473
545,General,96,100.07408799999993,14676,460
546,General,96,103.48906562999994,14151,444
547,General,96,107.87784693999998,13627,434
548,General,96,112.74,13134,425
549,General,96,116.81828800000002,12579,410
550,General,96,122.16,12057,397
551,General,96,128.86869640000006,11531,386
552,General,96,134.648,11008,378
553,General,96,141.1,10525,370
554,General,96,147.536,9960,362
555,General,96,155.85041159999994,9434,346
556,General,96,165.0542353999999,8910,335
557,General,96,176.78563703999987,8386,322
558,General,96,187.52773865,7862,304
559,General,96,195.47000799999998,7338,291
560,General,96,207.45771059999998,6814,281
561,General,96,223.43800000000002,6290,265
562,General,96,239.26424179999998,5766,256
563,General,96,258.5531878,5242,236
564,General,96,282.29999999999995,4722,217
565,General,96,308.8010296,4193,211
566,General,96,345.1406800000004,3669,198
567,General,96,389.5013659999992,3145,180
568,General,96,449.8317189999999,2621,156
569,General,96,523.7708383999999,2097,126
570,General,96,651.8375019999996,1573,105
571,General,96,858.2943275999992,1049,80
572,General,96,1344.52553731,525,48
573,General,96,18819.97000000001,1,0
1131,checkout_apple_pay,96,20.01458,32243,571
1132,checkout_apple_pay,96,20.424,32019,569
1133,checkout_apple_pay,96,21.166,31632,564
1134,checkout_apple_pay,96,21.366,31356,564
1135,checkout_apple_pay,96,21.465999999999998,31093,562
1136,checkout_apple_pay,96,21.6443,30636,559
1137,checkout_apple_pay,96,22.308,30358,556
1138,checkout_apple_pay,96,23.15,29995,551
1139,checkout_apple_pay,96,23.25,29784,548
1140,checkout_apple_pay,96,23.349999999999998,29257,544
1141,checkout_apple_pay,96,23.4975,28714,540
1142,checkout_apple_pay,96,24.192,28393,538
1143,checkout_apple_pay,96,25.034000000000002,28057,534
1144,checkout_apple_pay,96,25.876,27759,529
1145,checkout_apple_pay,96,26.087274700000005,27406,524
1146,checkout_apple_pay,96,27.0153624,27084,519
1147,checkout_apple_pay,96,27.86,26817,518
1148,checkout_apple_pay,96,27.96,26573,514
1149,checkout_apple_pay,96,28.06,26171,509
1150,checkout_apple_pay,96,28.237000000000002,25486,505
1151,checkout_apple_pay,96,28.902,25151,500
1152,checkout_apple_pay,96,29.843999999999998,24832,496
1153,checkout_apple_pay,96,30.686,24589,493
1154,checkout_apple_pay,96,31.5286,24182,491
1155,checkout_apple_pay,96,32.57,23871,481
1156,checkout_apple_pay,96,32.67,23647,480
1157,checkout_apple_pay,96,32.8765,23225,475
1158,checkout_apple_pay,96,34.15729399999997,22892,474
1159,checkout_apple_pay,96,35.296,22596,471
1160,checkout_apple_pay,96,36.438,22262,468
1161,checkout_apple_pay,96,37.279999999999994,21926,467
1162,checkout_apple_pay,96,37.379999999999995,21730,464
1163,checkout_apple_pay,96,37.48,21544,463
1164,checkout_apple_pay,96,37.716,20769,462
1165,checkout_apple_pay,96,38.964,20315,457
1166,checkout_apple_pay,96,40.105999999999995,20026,454
1167,checkout_apple_pay,96,41.048,19694,450
1168,checkout_apple_pay,96,41.989999999999995,19381,445
1169,checkout_apple_pay,96,42.50079999999997,19023,439
1170,checkout_apple_pay,96,44.516,18707,436
1171,checkout_apple_pay,96,45.8471,18379,431
1172,checkout_apple_pay,96,46.79058,18059,423
1173,checkout_apple_pay,96,47.0,17788,418
1174,checkout_apple_pay,96,47.095,17439,414
1175,checkout_apple_pay,96,47.8429,17091,403
1176,checkout_apple_pay,96,49.626,16771,398
1177,checkout_apple_pay,96,51.209999999999994,16449,394
1178,checkout_apple_pay,96,51.648,16122,390
1179,checkout_apple_pay,96,53.75028000000007,15799,384
1180,checkout_apple_pay,96,55.8047272,15477,376
1181,checkout_apple_pay,96,56.22,15248,374
1182,checkout_apple_pay,96,56.75047440000001,14832,371
1183,checkout_apple_pay,96,58.982922000000016,14509,365
1184,checkout_apple_pay,96,60.83,14209,361
1185,checkout_apple_pay,96,63.156,13865,351
1186,checkout_apple_pay,96,65.33999999999999,13544,348
1187,checkout_apple_pay,96,65.74,13317,345
1188,checkout_apple_pay,96,67.48400000000004,12897,339
1189,checkout_apple_pay,96,70.01989199999997,12575,334
1190,checkout_apple_pay,96,72.57649200000002,12252,328
1191,checkout_apple_pay,96,74.96,11940,321
1192,checkout_apple_pay,96,76.744,11609,313
1193,checkout_apple_pay,96,79.57,11313,311
1194,checkout_apple_pay,96,83.67058,10964,304
1195,checkout_apple_pay,96,85.01100000000001,10642,297
1196,checkout_apple_pay,96,88.78999999999999,10319,292
1197,checkout_apple_pay,96,92.68972,9996,284
1198,checkout_apple_pay,96,94.1,9709,279
1199,checkout_apple_pay,96,95.92599999999999,9353,272
1200,checkout_apple_pay,96,98.925564,9028,263
1201,checkout_apple_pay,96,103.04150279999999,8706,253
1202,checkout_apple_pay,96,107.15743131999987,8383,247
1203,checkout_apple_pay,96,112.43999999999998,8063,241
1204,checkout_apple_pay,96,116.14916800000003,7739,233
1205,checkout_apple_pay,96,121.85999999999999,7420,221
1206,checkout_apple_pay,96,127.41199999999999,7095,214
1207,checkout_apple_pay,96,133.90255599999998,6771,208
1208,checkout_apple_pay,96,140.9,6449,202
1209,checkout_apple_pay,96,146.59583000000006,6126,200
1210,checkout_apple_pay,96,155.41549600000002,5804,191
1211,checkout_apple_pay,96,164.35,5485,186
1212,checkout_apple_pay,96,175.8186639999999,5159,178
1213,checkout_apple_pay,96,186.84060000000005,4837,167
1214,checkout_apple_pay,96,194.97323199999994,4514,154
1215,checkout_apple_pay,96,206.74,4197,150
1216,checkout_apple_pay,96,221.00641599999992,3870,139
1217,checkout_apple_pay,96,236.57500000000005,3548,130
1218,checkout_apple_pay,96,255.813264,3225,119
1219,checkout_apple_pay,96,281.89064,2902,111
1220,checkout_apple_pay,96,306.8248800000004,2580,109
1221,checkout_apple_pay,96,339.1596000000004,2257,99
