Segment,Matuirity,Condition 1,Condition 2,Condition 3,Condition 4,Condition 5,Disputer rate,Payers,Disputers,Payers_covered,Payers_covered_to_point,Disputes_covered,Disputes_covered_to_point
maturity_day > 14 & paying_matuirity > 14 & payments > 1,24.0,payments_last_7d > 3.5,max_daily_spent > 412.5,max_daily_spent > 723.5,local_time_12_to_18 ≤ 5671.0,daily_games_first_7d > 993.09,0.16666666666666666,90.0,15.0,2.6032642619832592e-05,0.0006,0.00113,0.03
maturity_day > 14 & paying_matuirity > 14 & payments > 1,19.0,payments_last_7d > 2.5,spent_last_14d > 2310.0,payments_to_date > 91.5,local_time_6_to_12 ≤ 16953.5,,0.16666666666666666,138.0,23.0,3.991671868374331e-05,0.0007,0.00174,0.032
maturity_day > 14 & paying_matuirity > 14 & payments > 1,40.0,payments_last_14d > 10.5,max_daily_spent > 730.995,win_amount_last_7d > 1882.975,win_amount_last_7d ≤ 13393.045,bet_money_to_date ≤ 53401.0,0.16666666666666666,90.0,15.0,2.6032642619832592e-05,0.0007,0.00113,0.033
maturity_day > 14 & paying_matuirity > 14 & payments > 1,39.0,payments_last_14d > 10.5,max_daily_spent > 730.995,win_amount_last_7d ≤ 12383.76,win_amount_last_7d > 4449.23,,0.1652892561983471,121.0,20.0,3.49994417444416e-05,0.0007,0.00151,0.035
maturity_day > 14 & paying_matuirity > 14 & payments > 1,43.0,win_amount_last_14d > 268.68,max_daily_spent > 719.995,win_amount_last_7d > 2676.47,bet_money_to_date ≤ 54854.35,,0.16304347826086957,92.0,15.0,2.6611145789162206e-05,0.0008,0.00113,0.036
maturity_day > 14 & paying_matuirity > 14 & payments > 1,30.0,payments_last_14d > 7.5,payments_last_14d > 101.5,spent_last_7d > 750.985,local_time_after_18 ≤ 8392.0,,0.16071428571428573,112.0,18.0,3.2396177482458336e-05,0.0008,0.00136,0.037
maturity_day < 14 & payments > 1,7.0,spent_to_date > 267.995,max_daily_spent ≤ 1239.485,daily_games_first_14d > 778.105,money_games_last_14d ≤ 14076.0,games_last_14d > 16232.0,0.15625,96.0,15.0,2.7768152127821434e-05,0.0008,0.00113,0.038
maturity_day > 14 & paying_matuirity > 14 & payments > 1,21.0,spent_last_7d > 129.485,max_daily_spent > 1295.0,money_games_last_7d > 7755.0,,,0.15555555555555556,90.0,14.0,2.6032642619832592e-05,0.0009,0.00106,0.039
maturity_day > 14 & paying_matuirity > 14 & payments > 1,18.0,payments_last_7d > 2.5,spent_last_7d ≤ 1208.49,max_bet > 10.9,daily_games_first_14d > 1170.9,daily_games_first_1d ≤ 1722.15,0.15555555555555556,90.0,14.0,2.6032642619832592e-05,0.0009,0.00106,0.04
maturity_day < 14 & payments > 1,2.0,spent_last_14d > 247.485,win_amount_last_14d ≤ 8415.855,bet_money_to_date ≤ 960.2,,,0.15555555555555556,90.0,14.0,2.6032642619832592e-05,0.0009,0.00106,0.041
maturity_day < 14 & payments > 1,11.0,payments_last_7d > 9.5,spent_last_7d > 1026.49,max_daily_spent > 1662.5,,,0.15454545454545454,110.0,17.0,3.181767431312872e-05,0.0009,0.00128,0.043
maturity_day > 14 & paying_matuirity > 14 & payments > 1,35.0,payments_last_14d > 14.5,payments_last_14d > 103.5,minutes_to_play ≤ 0.5,spent_last_14d > 2635.995,,0.15384615384615385,91.0,14.0,2.63218942044974e-05,0.001,0.00106,0.044
maturity_day < 14 & payments > 1,5.0,spent_to_date > 217.995,spent_last_14d > 2475.0,,,,0.14960629921259844,127.0,19.0,3.6734951252430434e-05,0.001,0.00144,0.045
maturity_day > 14 & paying_matuirity > 14 & payments > 1,25.0,spent_last_7d > 69.995,max_daily_spent > 399.995,payments_last_7d > 8.5,bet_money_to_date ≤ 12273.25,,0.14705882352941177,102.0,15.0,2.9503661635810273e-05,0.001,0.00113,0.046
maturity_day > 14 & paying_matuirity > 14 & payments > 1,31.0,payments_last_14d > 12.5,spent_last_7d > 959.5,win_amount_last_14d > 33695.055,,,0.1452991452991453,117.0,17.0,3.384243540578237e-05,0.0011,0.00128,0.048
maturity_day > 14 & paying_matuirity > 14 & payments > 1,41.0,payments_last_14d > 2.5,win_amount_last_14d > 1460.505,max_daily_spent > 730.995,win_amount_last_7d > 2486.95,bet_money_to_date ≤ 52235.898,0.14444444444444443,90.0,13.0,2.6032642619832592e-05,0.0011,0.00098,0.049
maturity_day > 14 & paying_matuirity > 14 & payments > 1,23.0,payments_last_7d > 3.5,payments_last_14d > 48.5,bet_money_to_date > 51554.051,,,0.14285714285714285,147.0,21.0,4.251998294572657e-05,0.0011,0.00159,0.05
maturity_day > 14 & paying_matuirity < 14 & payments > 1,16.0,payments_last_14d > 26.5,local_time_after_18 ≤ 1406.5,,,,0.14,100.0,14.0,2.892515846648066e-05,0.0012,0.00106,0.051
maturity_day > 14 & paying_matuirity > 14 & payments > 1,32.0,payments_last_14d > 21.5,payments_last_14d ≤ 110.5,daily_games_first_14d > 871.75,games_to_date ≤ 40870.5,spent_last_14d > 1649.475,0.13861386138613863,101.0,14.0,2.9214410051145466e-05,0.0012,0.00106,0.052
maturity_day > 14 & paying_matuirity > 14 & payments > 1,18.0,payments_last_7d > 2.5,spent_last_7d > 1208.49,max_daily_spent > 1295.0,,,0.13855421686746988,166.0,23.0,4.801576305435789e-05,0.0012,0.00174,0.054
maturity_day < 14 & payments > 1,7.0,spent_to_date > 267.995,max_daily_spent > 1239.485,,,,0.1375,160.0,22.0,4.628025354636905e-05,0.0013,0.00166,0.056
maturity_day > 14 & paying_matuirity > 14 & payments > 1,33.0,payments_last_14d > 18.5,max_daily_spent > 744.985,minutes_to_payment ≤ 3.5,,,0.136,125.0,17.0,3.6156448083100827e-05,0.0013,0.00128,0.057
maturity_day < 14 & payments > 1,10.0,spent_last_7d > 433.49,max_daily_spent ≤ 1672.5,payments_last_14d > 61.5,spent_to_date > 1825.99,,0.13592233009708737,103.0,14.0,2.979291322047508e-05,0.0014,0.00106,0.058
maturity_day > 14 & paying_matuirity > 14 & payments > 1,32.0,payments_last_14d > 21.5,payments_last_14d > 110.5,win_amount_last_7d > 2985.485,,,0.1340782122905028,179.0,24.0,5.177603365500038e-05,0.0014,0.00181,0.06
maturity_day > 14 & paying_matuirity > 14 & payments > 1,17.0,payments_to_date > 40.5,bet_money_to_date ≤ 43366.1,max_bet > 10.9,bet_money_to_date ≤ 18046.051,max_games_daily_games > 2178.0,0.13380281690140844,142.0,19.0,4.107372502240253e-05,0.0014,0.00144,0.061
maturity_day < 14 & payments > 1,5.0,spent_to_date > 217.995,spent_last_14d ≤ 2475.0,daily_games_first_14d > 774.845,daily_games_first_1d ≤ 978.7,local_time_before_6 > 643.5,0.13333333333333333,90.0,12.0,2.6032642619832592e-05,0.0015,0.00091,0.062
maturity_day > 14 & paying_matuirity > 14 & payments > 1,46.0,payments_last_14d > 6.5,win_amount_last_14d > 5768.66,local_time_after_18 > 6311.5,money_games_last_14d ≤ 15561.0,,0.13245033112582782,151.0,20.0,4.3676989284385795e-05,0.0015,0.00151,0.064
maturity_day < 14 & payments > 1,13.0,payments_last_7d > 5.5,spent_last_7d > 1157.0,max_daily_spent ≤ 1049.985,payments_to_date > 74.5,,0.1320754716981132,106.0,14.0,3.06606679744695e-05,0.0015,0.00106,0.065
maturity_day > 14 & paying_matuirity > 14 & payments > 1,48.0,spent_to_date > 334.995,spent_last_14d > 746.0,max_games_daily_games > 4109.0,games_to_date ≤ 45986.5,,0.13186813186813187,91.0,12.0,2.63218942044974e-05,0.0016,0.00091,0.066
maturity_day > 14 & paying_matuirity > 14 & payments > 1,18.0,payments_last_7d > 2.5,spent_last_7d > 1208.49,max_daily_spent ≤ 1295.0,bet_money_to_date ≤ 16956.4,,0.13043478260869565,92.0,12.0,2.6611145789162206e-05,0.0016,0.00091,0.067
maturity_day > 14 & paying_matuirity > 14 & payments > 1,45.0,payments_last_14d > 6.5,win_amount_last_14d > 5997.075,local_time_after_18 > 6255.0,money_games_last_14d ≤ 15955.0,,0.13013698630136986,146.0,19.0,4.223073136106176e-05,0.0016,0.00144,0.068
maturity_day < 14 & payments > 1,11.0,payments_last_7d > 9.5,spent_last_7d ≤ 1026.49,max_bet > 10.9,local_time_12_to_18 > 2021.0,minutes_to_pay_since_first_game > 10.5,0.13,100.0,13.0,2.892515846648066e-05,0.0017,0.00098,0.069
maturity_day > 14 & paying_matuirity > 14 & payments > 1,51.0,max_daily_spent > 83.995,win_amount_last_14d > 6265.99,payments_to_date > 83.5,money_games_to_date ≤ 43788.0,max_games_daily_games > 4109.0,0.13,100.0,13.0,2.892515846648066e-05,0.0017,0.00098,0.07
maturity_day > 14 & paying_matuirity > 14 & payments > 1,29.0,spent_last_14d > 107.5,max_daily_spent > 723.5,win_amount_last_14d > 29853.79,,,0.12903225806451613,124.0,16.0,3.586719649843602e-05,0.0017,0.00121,0.071
maturity_day > 14 & paying_matuirity > 14 & payments > 1,37.0,payments_last_14d > 16.5,spent_last_14d > 3341.0,minutes_to_play ≤ 0.5,,,0.12727272727272726,165.0,21.0,4.7726511469693086e-05,0.0018,0.00159,0.073
maturity_day > 14 & paying_matuirity > 14 & payments > 1,50.0,max_daily_spent > 83.995,win_amount_last_14d > 6206.085,payments_to_date > 82.5,local_time_6_to_12 ≤ 33618.5,games_last_14d > 23533.0,0.12612612612612611,111.0,14.0,3.210692589779353e-05,0.0018,0.00106,0.074
maturity_day > 14 & paying_matuirity > 14 & payments > 1,42.0,spent_last_14d > 186.5,max_daily_spent > 718.0,win_amount_last_7d > 2471.15,win_amount_last_14d ≤ 21559.524,,0.125,168.0,21.0,4.859426622368751e-05,0.0019,0.00159,0.075
maturity_day < 14 & payments = 1,1.0,spent_last_7d > 70.0,local_time_before_6 ≤ 9.5,,,,0.12389380530973451,113.0,14.0,3.268542906712314e-05,0.0019,0.00106,0.076
maturity_day < 14 & payments > 1,12.0,max_daily_spent > 279.995,spent_last_7d > 1249.5,max_bet > 19.0,local_time_before_6 > 5322.5,,0.12264150943396226,106.0,13.0,3.06606679744695e-05,0.0019,0.00098,0.077
maturity_day > 14 & paying_matuirity > 14 & payments > 1,38.0,payments_last_14d > 13.5,max_daily_spent > 303.0,spent_last_14d > 3627.0,minutes_to_play ≤ 0.5,,0.12244897959183673,147.0,18.0,4.251998294572657e-05,0.002,0.00136,0.079
maturity_day < 14 & payments > 1,6.0,max_daily_spent > 153.995,spent_to_date ≤ 3477.475,money_games_last_14d ≤ 10208.0,games_last_7d > 11727.0,,0.12213740458015267,131.0,16.0,3.789195759108966e-05,0.002,0.00121,0.08
maturity_day > 14 & paying_matuirity > 14 & payments > 1,31.0,payments_last_14d > 12.5,spent_last_7d > 959.5,win_amount_last_14d ≤ 33695.055,bet_money_to_date ≤ 34162.701,payments_to_date > 108.0,0.12173913043478261,115.0,14.0,3.326393223645276e-05,0.002,0.00106,0.081
maturity_day < 14 & payments > 1,14.0,payments_last_7d > 5.5,spent_last_7d > 1363.5,max_daily_spent ≤ 1049.985,payments_last_14d > 79.5,,0.12087912087912088,91.0,11.0,2.63218942044974e-05,0.0021,0.00083,0.082
maturity_day > 14 & paying_matuirity > 14 & payments > 1,47.0,spent_to_date > 311.995,spent_last_14d > 746.995,win_amount_to_date > 11325.765,max_bet ≤ 5.25,,0.1206896551724138,116.0,14.0,3.3553183821117564e-05,0.0021,0.00106,0.083
maturity_day < 14 & payments > 1,3.0,max_daily_spent > 154.995,bet_money_to_date ≤ 16786.149,max_payment ≤ 288.0,max_payment ≤ 93.0,daily_games_first_14d > 2207.85,0.12037037037037036,108.0,13.0,3.1239171143799114e-05,0.0021,0.00098,0.084
maturity_day > 14 & paying_matuirity < 14 & payments > 1,18.0,win_amount_last_7d > 579.36,payments_last_7d > 21.5,,,,0.1188118811881188,101.0,12.0,2.9214410051145466e-05,0.0022,0.00091,0.085
maturity_day < 14 & payments > 1,4.0,spent_last_7d > 288.995,bet_money_to_date ≤ 23771.0,bet_money_to_date > 1400.35,daily_games_first_14d > 883.02,max_games_daily_games ≤ 1869.0,0.11827956989247312,93.0,11.0,2.6900397373827013e-05,0.0022,0.00083,0.086
maturity_day > 14 & paying_matuirity > 14 & payments > 1,26.0,spent_last_14d > 169.995,max_daily_spent > 387.495,payments_to_date ≤ 183.5,win_amount_to_date ≤ 4268.785,,0.11702127659574468,94.0,11.0,2.718964895849182e-05,0.0022,0.00083,0.087
maturity_day < 14 & payments > 1,4.0,spent_last_7d > 288.995,bet_money_to_date ≤ 23771.0,bet_money_to_date ≤ 1400.35,,,0.11607142857142858,112.0,13.0,3.2396177482458336e-05,0.0022,0.00098,0.087
maturity_day > 14 & paying_matuirity > 14 & payments > 1,66.0,payments_last_14d > 9.5,max_daily_spent > 806.0,spent_to_date ≤ 9873.95,,,0.11458333333333333,96.0,11.0,2.7768152127821434e-05,0.0023,0.00083,0.088
maturity_day > 14 & paying_matuirity < 14 & payments > 1,15.0,payments_last_14d > 18.5,max_daily_spent > 308.5,,,,0.11428571428571428,105.0,12.0,3.037141638980469e-05,0.0023,0.00091,0.089
maturity_day > 14 & paying_matuirity > 14 & payments > 1,34.0,payments_last_14d > 16.5,max_daily_spent > 551.0,spent_last_14d ≤ 4891.99,win_amount_to_date ≤ 13093.345,,0.11428571428571428,105.0,12.0,3.037141638980469e-05,0.0023,0.00091,0.09
maturity_day > 14 & paying_matuirity < 14 & payments > 1,17.0,payments_to_date > 23.5,max_games_daily_games > 2908.5,,,,0.11403508771929824,114.0,13.0,3.297468065178795e-05,0.0024,0.00098,0.091
maturity_day > 14 & paying_matuirity > 14 & payments > 1,26.0,spent_last_14d > 169.995,max_daily_spent > 387.495,payments_to_date > 183.5,,,0.11363636363636363,176.0,20.0,5.0908278901005956e-05,0.0024,0.00151,0.093
maturity_day > 14 & paying_matuirity > 14 & payments > 1,22.0,spent_last_14d > 166.5,max_daily_spent ≤ 989.98,minutes_to_payment > 3138.0,payments_last_14d > 23.5,max_daily_spent > 106.0,0.11188811188811189,143.0,16.0,4.136297660706734e-05,0.0025,0.00121,0.094
maturity_day > 14 & paying_matuirity > 14 & payments > 1,21.0,spent_last_7d > 129.485,max_daily_spent ≤ 1295.0,minutes_to_payment > 4517.5,local_time_6_to_12 ≤ 4134.5,,0.1111111111111111,90.0,10.0,2.6032642619832592e-05,0.0025,0.00076,0.095
maturity_day < 14 & payments > 1,13.0,payments_last_7d > 5.5,spent_last_7d ≤ 1157.0,payments_last_7d > 23.5,local_time_after_18 ≤ 2282.5,minutes_to_payment > 2321.0,0.1111111111111111,90.0,10.0,2.6032642619832592e-05,0.0025,0.00076,0.095
maturity_day < 14 & payments > 1,12.0,max_daily_spent > 279.995,spent_last_7d ≤ 1249.5,max_bet ≤ 38.5,local_time_12_to_18 ≤ 651.0,win_amount_last_7d > 1304.13,0.1111111111111111,90.0,10.0,2.6032642619832592e-05,0.0025,0.00076,0.096
maturity_day < 14 & payments > 1,1.0,daily_games_first_14d > 631.415,spent_to_date ≤ 164.995,games_to_date ≤ 1281.0,daily_games_first_7d > 2082.785,,0.1111111111111111,90.0,10.0,2.6032642619832592e-05,0.0026,0.00076,0.097
maturity_day > 14 & paying_matuirity > 14 & payments > 1,68.0,win_amount_last_14d > 429.13,max_payment > 74.995,win_amount_last_7d > 1503.405,max_bet ≤ 33.6,payments_last_7d > 33.5,0.1111111111111111,90.0,10.0,2.6032642619832592e-05,0.0026,0.00076,0.098
maturity_day > 14 & paying_matuirity > 14 & payments > 1,38.0,payments_last_14d > 13.5,max_daily_spent > 303.0,spent_last_14d ≤ 3627.0,spent_to_date ≤ 2418.49,spent_last_7d > 501.995,0.11009174311926606,109.0,12.0,3.1528422728463915e-05,0.0026,0.00091,0.099
maturity_day > 14 & paying_matuirity > 14 & payments > 1,70.0,win_amount_last_14d > 289.485,win_amount_last_14d > 7591.8,local_time_12_to_18 > 18553.0,win_amount_last_14d ≤ 15343.885,,0.10784313725490197,102.0,11.0,2.9503661635810273e-05,0.0027,0.00083,0.099
maturity_day > 14 & paying_matuirity > 14 & payments > 1,38.0,payments_last_14d > 13.5,max_daily_spent ≤ 303.0,daily_games_first_14d > 1048.79,local_time_6_to_12 ≤ 16286.5,money_games_last_7d ≤ 6045.0,0.10784313725490197,102.0,11.0,2.9503661635810273e-05,0.0027,0.00083,0.1
maturity_day > 14 & paying_matuirity > 14 & payments > 1,36.0,payments_last_14d > 15.5,max_daily_spent > 303.0,max_daily_spent > 1626.49,,,0.10674157303370786,178.0,19.0,5.148678207033557e-05,0.0027,0.00144,0.102
maturity_day > 14 & paying_matuirity > 14 & payments > 1,36.0,payments_last_14d > 15.5,max_daily_spent > 303.0,max_daily_spent ≤ 1626.49,spent_to_date ≤ 1907.46,,0.10606060606060606,132.0,14.0,3.818120917575447e-05,0.0028,0.00106,0.103
maturity_day < 14 & payments > 1,3.0,max_daily_spent > 154.995,bet_money_to_date ≤ 16786.149,max_payment > 288.0,,,0.10606060606060606,132.0,14.0,3.818120917575447e-05,0.0028,0.00106,0.104
maturity_day > 14 & paying_matuirity > 14 & payments > 1,24.0,payments_last_7d > 3.5,max_daily_spent > 412.5,max_daily_spent > 723.5,local_time_12_to_18 > 5671.0,win_amount_last_14d > 25479.8,0.10526315789473684,95.0,10.0,2.7478900543156627e-05,0.0028,0.00076,0.105
maturity_day > 14 & paying_matuirity > 14 & payments > 1,63.0,spent_last_14d > 36.995,max_daily_spent > 314.5,local_time_12_to_18 > 12827.5,money_games_last_14d ≤ 7479.0,,0.10526315789473684,95.0,10.0,2.7478900543156627e-05,0.0029,0.00076,0.105
maturity_day > 14 & paying_matuirity > 14 & payments > 1,26.0,spent_last_14d > 169.995,max_daily_spent ≤ 387.495,minutes_to_payment > 3138.0,payments_last_14d > 15.5,max_daily_spent > 127.485,0.1048951048951049,143.0,15.0,4.136297660706734e-05,0.0029,0.00113,0.106
maturity_day > 14 & paying_matuirity > 14 & payments > 1,15.0,spent_last_7d ≤ 1155.0,payments_last_7d > 5.5,max_bet > 10.9,daily_games_first_14d > 568.905,local_time_before_6 ≤ 2598.5,0.10476190476190476,105.0,11.0,3.037141638980469e-05,0.0029,0.00083,0.107
maturity_day > 14 & paying_matuirity > 14 & payments > 1,29.0,spent_last_14d > 107.5,max_daily_spent ≤ 723.5,payments_last_7d > 56.5,money_games_last_7d > 8913.0,,0.10416666666666667,96.0,10.0,2.7768152127821434e-05,0.003,0.00076,0.108
maturity_day > 14 & paying_matuirity > 14 & payments > 1,24.0,payments_last_7d > 3.5,max_daily_spent ≤ 412.5,payments_last_7d > 47.5,minutes_to_pay_since_first_game > 13.5,,0.10309278350515463,97.0,10.0,2.8057403712486238e-05,0.003,0.00076,0.109
maturity_day < 14 & payments > 1,2.0,spent_last_14d > 247.485,win_amount_last_14d ≤ 8415.855,bet_money_to_date > 960.2,local_time_6_to_12 > 1397.0,daily_games_first_14d > 2211.25,0.10256410256410256,117.0,12.0,3.384243540578237e-05,0.003,0.00091,0.11
maturity_day > 14 & paying_matuirity > 14 & payments > 1,61.0,win_amount_last_14d > 175.25,max_daily_spent > 70.995,payments_last_14d > 76.5,win_amount_to_date > 13857.315,money_games_to_date ≤ 73915.5,0.10218978102189781,137.0,14.0,3.9627467099078504e-05,0.0031,0.00106,0.111
maturity_day > 14 & paying_matuirity > 14 & payments > 1,29.0,spent_last_14d > 107.5,max_daily_spent > 723.5,win_amount_last_14d ≤ 29853.79,max_bet ≤ 20.5,,0.1005586592178771,179.0,18.0,5.177603365500038e-05,0.0031,0.00136,0.112
maturity_day < 14 & payments > 1,10.0,spent_last_7d > 433.49,max_daily_spent ≤ 1672.5,payments_last_14d ≤ 61.5,max_payment > 393.495,,0.1,90.0,9.0,2.6032642619832592e-05,0.0031,0.00068,0.113
maturity_day > 14 & paying_matuirity > 14 & payments > 1,67.0,spent_to_date > 775.985,payments_last_7d > 51.5,local_time_12_to_18 > 21405.0,,,0.1,110.0,11.0,3.181767431312872e-05,0.0032,0.00083,0.114
maturity_day > 14 & paying_matuirity > 14 & payments > 1,66.0,payments_last_14d > 9.5,max_daily_spent ≤ 806.0,win_amount_last_7d > 3208.16,payments_to_date ≤ 129.0,,0.1,90.0,9.0,2.6032642619832592e-05,0.0032,0.00068,0.114
maturity_day < 14 & payments > 1,7.0,spent_to_date ≤ 267.995,payments_last_7d > 3.5,payments_last_14d > 21.5,minutes_to_pay_since_first_game > 7.5,local_time_before_6 ≤ 1739.0,0.1,90.0,9.0,2.6032642619832592e-05,0.0032,0.00068,0.115
maturity_day > 14 & paying_matuirity > 14 & payments > 1,42.0,spent_last_14d > 186.5,max_daily_spent ≤ 718.0,payments_to_date > 197.5,spent_to_date ≤ 2718.48,,0.1,100.0,10.0,2.892515846648066e-05,0.0033,0.00076,0.116
maturity_day < 14 & payments > 1,1.0,daily_games_first_14d > 631.415,spent_to_date > 164.995,bet_money_to_date ≤ 6199.35,local_time_6_to_12 > 210.0,spent_last_7d ≤ 227.0,0.1,170.0,17.0,4.917276939301712e-05,0.0033,0.00128,0.117
maturity_day > 14 & paying_matuirity > 14 & payments > 1,25.0,spent_last_7d > 69.995,max_daily_spent ≤ 399.995,payments_last_7d > 42.5,minutes_to_pay_since_first_game > 7.5,,0.09929078014184398,141.0,14.0,4.078447343773773e-05,0.0033,0.00106,0.118
maturity_day > 14 & paying_matuirity > 14 & payments > 1,20.0,payments_last_7d > 2.5,max_daily_spent ≤ 412.0,money_games_last_14d > 94.0,payments_last_14d > 32.5,win_amount_last_7d ≤ 217.47,0.09900990099009901,101.0,10.0,2.9214410051145466e-05,0.0034,0.00076,0.119
maturity_day > 14 & paying_matuirity > 14 & payments > 1,39.0,payments_last_14d > 10.5,max_daily_spent ≤ 730.995,payments_last_7d > 51.5,money_games_last_14d ≤ 11380.5,,0.0989010989010989,91.0,9.0,2.63218942044974e-05,0.0034,0.00068,0.12
maturity_day > 14 & paying_matuirity > 14 & payments > 1,49.0,spent_to_date > 334.995,win_amount_last_14d > 6137.63,payments_to_date > 80.5,money_games_to_date ≤ 36733.0,,0.09883720930232558,172.0,17.0,4.9751272562346735e-05,0.0035,0.00128,0.121
maturity_day > 14 & paying_matuirity > 14 & payments > 1,20.0,payments_last_7d > 2.5,max_daily_spent > 412.0,max_daily_spent ≤ 1349.995,local_time_after_18 ≤ 3349.5,minutes_to_play ≤ 0.5,0.09826589595375723,173.0,17.0,5.004052414701154e-05,0.0035,0.00128,0.122
maturity_day > 14 & paying_matuirity > 14 & payments > 1,28.0,spent_last_14d > 154.99,max_daily_spent > 723.5,minutes_to_play ≤ 1.5,spent_last_7d > 1548.5,spent_last_14d > 6492.0,0.09803921568627451,102.0,10.0,2.9503661635810273e-05,0.0035,0.00076,0.123
maturity_day > 14 & paying_matuirity > 14 & payments > 1,33.0,payments_last_14d > 18.5,max_daily_spent > 744.985,minutes_to_payment > 3.5,local_time_after_18 ≤ 8202.5,,0.0979020979020979,143.0,14.0,4.136297660706734e-05,0.0036,0.00106,0.124
maturity_day > 14 & paying_matuirity > 14 & payments > 1,23.0,payments_last_7d > 3.5,payments_last_14d ≤ 48.5,local_time_6_to_12 ≤ 497.5,spent_last_7d > 89.5,,0.09782608695652174,92.0,9.0,2.6611145789162206e-05,0.0036,0.00068,0.125
maturity_day > 14 & paying_matuirity > 14 & payments > 1,20.0,payments_last_7d > 2.5,max_daily_spent > 412.0,max_daily_spent > 1349.995,money_games_last_7d ≤ 7605.0,,0.0970873786407767,103.0,10.0,2.979291322047508e-05,0.0036,0.00076,0.125
maturity_day > 14 & paying_matuirity > 14 & payments > 1,15.0,spent_last_7d > 1155.0,"days_gt50_bet__1,0,1,1,1,1,1] > 0.5",max_daily_spent > 1074.995,,,0.0967741935483871,93.0,9.0,2.6900397373827013e-05,0.0037,0.00068,0.126
maturity_day > 14 & paying_matuirity > 14 & payments > 1,28.0,spent_last_14d > 154.99,max_daily_spent ≤ 723.5,payments_last_7d > 72.5,,,0.09649122807017543,114.0,11.0,3.297468065178795e-05,0.0037,0.00083,0.127
maturity_day > 14 & paying_matuirity > 14 & payments > 1,31.0,payments_last_14d > 12.5,spent_last_7d ≤ 959.5,daily_games_first_7d > 1030.65,games_to_date ≤ 40524.0,minutes_to_pay_since_first_game > 16.5,0.09615384615384616,208.0,20.0,6.016432961027977e-05,0.0037,0.00151,0.128
